ID,Contract Valid Until,Loaned From,Release Clause,Work Rate
184781,2019,,€2.3M,Medium/ Medium
188621,2022,,€1.9M,High/ Medium
227790,2021,,€3.1M,Low/ High
230350,2021,,€2.9M,Medium/ Medium
239822,2020,,€3.8M,High/ Medium
243662,2022,,€4.2M,Medium/ Medium
208335,2020,,€3.3M,Medium/ Medium
212943,2020,,€3.4M,Medium/ Medium
213711,2023,,€3.9M,High/ High
215247,2021,,€4.3M,Medium/ Medium
216015,2023,,€1.1M,Low/ Medium
164559,2018,,€1.2M,High/ High
181199,2019,,€1.7M,Medium/ Low
181455,2020,,€2.6M,High/ Medium
204496,2019,,€3.5M,Medium/ Medium
214480,2019,,€1.9M,Low/ Medium
201681,2019,,€2.3M,Medium/ Medium
140497,2019,,€1.9M,Medium/ Medium
214993,2023,,€1.4M,Medium/ Medium
224977,2023,,€3.2M,Medium/ Medium
227537,2021,,€3M,Medium/ Low
200914,2020,,€2.1M,High/ Medium
209874,2021,,€3.3M,Medium/ Medium
214226,2020,,€3.6M,Medium/ Medium
169938,2023,,€2.2M,High/ Low
238802,2019,,€3M,Medium/ Medium
198611,2019,,€1.8M,Medium/ High
135891,2021,,€1.5M,Medium/ High
123603,2021,,€372K,Low/ Medium
191443,2019,,€360K,Medium/ Medium
212948,2022,,€3.5M,Medium/ Medium
222420,2019,,€5M,High/ High
229332,2019,,€3M,Medium/ High
206549,2018,,€1.5M,Medium/ Medium
209109,,,,Medium/ Medium
189397,2019,,€2M,Medium/ Medium
220118,2021,,€3.4M,Medium/ Low
193495,2020,,€3.6M,Medium/ Medium
152536,2019,,€2.9M,High/ Medium
219864,2019,,€5.4M,Medium/ Medium
236505,2021,,€4.4M,Low/ Medium
238041,2023,,€3.6M,High/ High
204506,2019,,€5.2M,Medium/ Medium
230362,2021,,€950K,Medium/ Medium
39386,2018,,€300K,High/ Medium
239322,2021,,€3.9M,Medium/ High
207835,2022,,€3.6M,Medium/ Medium
212955,2023,,€3.1M,Medium/ Medium
155355,2020,,€2.8M,High/ High
234203,2022,,€4.4M,Medium/ Medium
216284,2021,,€3.1M,Medium/ Medium
222428,2020,,€4.3M,Low/ Medium
234972,2020,,€3.9M,Medium/ Medium
237532,2021,,€4.1M,High/ Medium
195036,2020,,€3.6M,High/ Low
203741,2022,,€3.4M,High/ High
210653,2022,,€3.5M,Medium/ Medium
241629,"Jun 30, 2019",Juventus,,Medium/ Medium
177373,2020,,€1.7M,Medium/ High
195037,"Jun 30, 2019",Wolverhampton Wanderers,,Low/ High
208862,2020,,€3.4M,Medium/ Medium
223966,2020,,€2.9M,High/ Medium
232926,2021,,€2M,High/ Medium
200671,2018,,€2.7M,Medium/ High
200672,2020,,€3M,Medium/ Medium
208096,2021,,€3.7M,Medium/ Medium
220128,2023,,€2.7M,High/ Medium
230368,2021,,€2.9M,Medium/ Medium
206561,"Jun 30, 2019",Brighton & Hove Albion,,Medium/ Medium
228321,"Jun 30, 2019",FC Barcelona,,Medium/ Medium
239841,2019,,€3.2M,Low/ High
200930,2021,,€3.4M,Medium/ Medium
201698,,,,Medium/ Medium
219106,2023,,€2M,Medium/ Medium
172258,2019,,€1.5M,Medium/ High
239842,2021,,€5.9M,High/ Medium
193250,2020,,€3M,Medium/ Medium
215267,"Dec 31, 2018",Belgrano de Córdoba,,Medium/ Low
225507,2021,,€2.9M,High/ High
184035,2021,,€2.4M,Medium/ Medium
186595,2021,,€3.3M,High/ High
189923,2019,,€2.1M,Medium/ High
209892,2018,,€4.1M,Medium/ Low
153060,2019,,€1M,Low/ Medium
198117,2022,,€1.9M,Medium/ High
206565,"Jun 30, 2019",Wigan Athletic,,High/ Medium
216549,2022,,€5.2M,High/ Medium
220901,2021,,€3.9M,Medium/ Medium
227557,"Jun 30, 2019",Ajax,,Medium/ Medium
241637,2022,,€9.1M,Medium/ Medium
227558,2023,,€5.3M,High/ Medium
229606,2020,,€5.4M,High/ Medium
229862,2022,,€5.4M,Medium/ Medium
236518,2019,,€6.4M,Medium/ Medium
198631,2020,,€2.9M,High/ Medium
219879,2023,,€2.8M,Medium/ Low
163303,2019,,€1M,Medium/ High
164839,2018,,€825K,Medium/ Medium
198632,2019,,€3.6M,High/ Low
172520,2019,,€1.7M,High/ Medium
189928,2021,,€1.9M,Medium/ High
224489,2020,,€5.5M,Medium/ Medium
153066,2020,,€300K,High/ Medium
235754,2021,,€3.2M,High/ Medium
236522,2023,,€8.5M,Medium/ Medium
206571,2020,,€4.1M,High/ Medium
212459,2021,,€4.2M,High/ Medium
221675,2023,,€2.5M,Medium/ Medium
226285,2019,,€3.9M,Medium/ Medium
226797,2018,,€2.8M,Medium/ Medium
230382,2021,,€2.9M,Medium/ Medium
231150,2021,,€4.3M,Medium/ Medium
169710,2020,,€2.6M,Low/ High
235502,2020,,€3.1M,High/ Medium
241390,2020,,€7.9M,Medium/ Medium
244206,"Jun 30, 2019",Atlético Madrid,,Medium/ Medium
211440,,,,High/ Low
214000,2019,,€3.8M,Medium/ High
221168,2022,,€6.1M,Medium/ Low
229104,2021,,€3.3M,Medium/ Medium
233201,2022,,€5.3M,High/ High
188657,2020,,€3.1M,Medium/ Medium
189425,2020,,€3.5M,Medium/ Medium
195313,"Jun 30, 2019",FC Lorient,,Medium/ Medium
201714,,,,Medium/ Medium
211954,2021,,€3.3M,Medium/ Medium
213490,2021,,€6M,Medium/ Medium
226035,2020,,€4.3M,High/ High
183283,2019,,€1.7M,Medium/ Medium
224756,"Jun 30, 2019",OGC Nice,,High/ Medium
184820,2020,,€2.8M,Low/ High
190196,2021,,€3.4M,Medium/ Medium
193780,2019,,€4.2M,High/ Low
199413,2020,,€2.7M,High/ Medium
214005,2019,,€1.4M,High/ Medium
208374,2019,,€2.9M,Medium/ Medium
221430,2021,,€4M,High/ Medium
156662,2019,,€180K,Medium/ High
168950,2019,,€2.3M,Medium/ Medium
208375,2021,,€3M,Medium/ Medium
219127,2021,,€4.8M,High/ Medium
214776,"Jun 30, 2019",SL Benfica,,Medium/ Medium
238072,2022,,€5M,Medium/ High
175608,,,,High/ Medium
193528,2019,,€3.6M,High/ Medium
142329,2019,,€1.2M,Low/ Medium
213497,2021,,€2.6M,Medium/ High
235257,2020,,€4.3M,Medium/ Medium
195065,2021,,€3.3M,High/ Medium
222970,2020,,€4M,High/ Medium
223994,2019,,€2.9M,High/ Medium
225530,"Jun 30, 2019",Watford,,Medium/ Low
164858,2020,,€2M,Medium/ Medium
240122,2021,,€2.9M,Medium/ Medium
192250,2020,,€2.4M,Medium/ Medium
210171,2021,,€3.8M,Medium/ Medium
237819,2021,,€5.3M,High/ High
181499,2019,,€963K,Medium/ Medium
203004,2022,,€2M,Medium/ Medium
209660,2022,,€2.5M,Medium/ Medium
224508,"Jun 30, 2019",Juventus,,High/ Medium
178684,2019,,€2.1M,Medium/ Medium
186876,2019,,€2.4M,Low/ Medium
204030,2020,,€4.2M,Medium/ High
230398,2021,,€2.9M,Medium/ Medium
231423,2020,,€4.7M,Medium/ High
188671,2021,,€1.6M,Medium/ Medium
208384,2020,,€1.8M,Medium/ Medium
227840,2023,,€1.4M,Medium/ Medium
235008,2021,,€2.9M,High/ Low
236288,2020,,€2.3M,High/ High
177152,2019,,€975K,Medium/ Medium
182528,2021,,€2.4M,Medium/ Medium
199169,2020,,€2.3M,Medium/ Medium
192001,2021,,€2.1M,Medium/ Medium
193537,2019,,€1.5M,Low/ Low
208898,2021,,€1.2M,Medium/ High
214274,2023,,€1.4M,Medium/ Medium
215810,2022,,€2.5M,Medium/ Medium
229890,2021,,€2.9M,High/ Medium
235522,"Jun 30, 2019",Real Madrid,,Medium/ Medium
233731,2022,,€5.1M,Medium/ Medium
179971,"May 31, 2019",Grasshopper Club Zürich,,Medium/ Medium
190979,2019,,€1.8M,Medium/ Medium
192259,2021,,€1.3M,Medium/ Medium
202756,,,,Medium/ High
216836,2019,,€2.1M,Medium/ Medium
233476,2021,,€4.4M,High/ Medium
214533,2020,,€1.8M,High/ Medium
225285,2019,,€2.1M,Medium/ High
162053,2019,,€1.1M,Medium/ High
232709,2021,,€2.6M,High/ Low
176645,2021,,€1.1M,Medium/ Medium
185349,2019,,€1.5M,High/ Medium
191237,2019,,€969K,Medium/ High
210182,2018,,€1.5M,Low/ High
162054,2019,,€998K,Medium/ Medium
240134,2019,,€1.3M,Medium/ Medium
193030,2020,,€1.2M,Medium/ Medium
166919,2019,,€1.5M,Medium/ High
186887,2020,,€1.5M,Medium/ Medium
189447,2021,,€1.5M,Medium/ Medium
219912,2021,,€2.4M,Medium/ Medium
162056,2019,,€1M,Medium/ High
199689,2019,,€1.9M,High/ Medium
209417,2020,,€2.6M,Medium/ High
211209,2020,,€2M,Medium/ Medium
155657,2020,,€574K,High/ Medium
224265,"Jun 30, 2019",Everton,,Medium/ Medium
225289,2021,,€2.7M,High/ Low
233225,2021,,€1.4M,Low/ High
184585,"Jun 30, 2019",Liverpool,,Medium/ Medium
223755,2021,,€2.3M,Medium/ Medium
162315,2018,,€638K,Medium/ Medium
206604,2018,,€1.5M,Low/ High
236300,2020,,€2.8M,Medium/ Low
183564,2021,,€1M,Medium/ Medium
187916,2019,,€1.4M,High/ Medium
214029,2023,,€2.1M,Medium/ Medium
223501,2020,,€2.4M,High/ Medium
193293,2018,,€878K,Medium/ Medium
212238,2020,,€2.2M,Medium/ Medium
226062,,,,High/ Medium
233230,2019,,€2.6M,Medium/ High
188430,2019,,€1.3M,High/ Medium
213007,2020,,€2.7M,High/ Medium
194063,2020,,€1.4M,Medium/ Medium
194319,2020,,€2.2M,High/ High
202512,2020,,€1.9M,Medium/ High
232208,"Jun 30, 2019",Liverpool,,Medium/ Medium
242704,2021,,€1.8M,High/ High
205073,2020,,€1.4M,High/ Medium
128529,2020,,€1.2M,Medium/ Medium
203026,2020,,€2.1M,Medium/ High
213010,2019,,€1.4M,High/ Medium
227602,2022,,€2.2M,Medium/ Medium
234002,2021,,€1.8M,Medium/ Medium
235794,2021,,€5.8M,Medium/ Medium
170514,2020,,€891K,High/ High
45842,2018,,€313K,High/ Medium
234515,2021,,€2.4M,Medium/ Medium
205588,2020,,€1.8M,Medium/ Medium
207892,2020,,€2.1M,High/ Medium
208916,2019,,€1.6M,Medium/ Low
215572,2020,,€1.9M,Medium/ High
230164,2021,,€808K,Medium/ Medium
191252,2020,,€1.3M,High/ Medium
196885,2022,,€910K,Medium/ Medium
202517,"Jun 30, 2019",Nottingham Forest,,Medium/ Low
233493,2019,,€2.5M,Medium/ Medium
169493,2019,,€1.3M,Medium/ Medium
183573,2019,,€1.1M,Medium/ Medium
185109,2021,,€1.1M,High/ High
190485,2019,,€1.4M,Medium/ Medium
214038,2021,,€2.1M,Medium/ Medium
227862,2023,,€2.9M,Medium/ Medium
226583,2022,,€1.4M,Medium/ Medium
236823,2020,,€2.1M,Medium/ Medium
186135,2021,,€1.7M,Low/ High
193303,2019,,€1.8M,Medium/ Medium
206104,2021,,€2.1M,Medium/ Low
211736,2020,,€2.2M,High/ Medium
162328,2020,,€638K,Medium/ Medium
189464,2020,,€1.5M,Medium/ Medium
146969,2019,,€455K,Low/ Medium
189209,2021,,€1.6M,Medium/ Medium
190745,2021,,€1.1M,Medium/ Medium
210202,2020,,€1.7M,High/ Medium
216346,2019,,€1.8M,High/ Medium
227866,2021,,€1.4M,High/ High
116762,2019,,€613K,High/ Medium
183578,2020,,€1.1M,Medium/ Medium
208923,2019,,€1.5M,Medium/ High
218651,2022,,€1.9M,High/ High
235036,2021,,€2.5M,Medium/ Medium
198429,2021,,€2.5M,High/ Medium
228893,2020,,€2.3M,Medium/ Medium
164637,2020,,€750K,Medium/ High
239645,2021,,€1.6M,Medium/ High
208158,2020,,€2.5M,High/ Medium
236830,2020,,€3.6M,Medium/ Medium
198687,2020,,€1.6M,High/ Medium
218656,2021,,€1.6M,Medium/ Medium
239136,2020,,€5.3M,Medium/ Medium
205089,"Jun 30, 2019",Hellas Verona,,Medium/ Medium
235553,"Jun 30, 2019",RC Strasbourg Alsace,,Medium/ Medium
193057,2020,,€1.7M,High/ High
210466,2020,,€1.3M,Medium/ Medium
223010,2022,,€2.5M,Medium/ Medium
234018,2021,,€1.9M,Medium/ Medium
238370,2022,,€3.8M,Medium/ Medium
188194,2019,,€1.6M,High/ Medium
203043,2020,,€1.4M,High/ Medium
205603,2021,,€1.9M,High/ High
178211,2020,,€375K,Medium/ Medium
194851,2019,,€880K,High/ Low
215332,"Jun 30, 2019",River Plate,,High/ Low
221220,2018,,€2.2M,Low/ Medium
160292,2020,,€1.1M,Low/ High
244516,2020,,€2.9M,High/ Medium
198437,"Jan 1, 2019",Barnsley,,High/ Medium
209701,2020,,€2.3M,Medium/ Medium
169509,2020,,€1M,Medium/ Medium
45605,2019,,€585K,Medium/ High
194085,2019,,€1.8M,Medium/ Low
209958,2020,,€1.7M,Medium/ Medium
212518,,,,Medium/ Medium
221990,"Jun 30, 2019",Racing Club,,Medium/ Medium
234278,2021,,€1.8M,Medium/ Medium
206631,2022,,€1.9M,High/ High
230439,2021,,€1.7M,Medium/ Medium
234279,2019,,€1.7M,High/ Medium
204840,2020,,€1.5M,Medium/ Medium
220968,2021,,€1.8M,Medium/ Medium
221480,2021,,€1.5M,Medium/ Low
223016,2019,,€2.3M,Medium/ High
244264,2022,,€3.9M,Medium/ Medium
208169,2020,,€2.4M,Medium/ High
220969,2020,,€3.4M,Medium/ Low
232489,2019,,€1.6M,Medium/ Medium
173097,2021,,€1.1M,High/ Medium
138026,2020,,€1M,Medium/ Medium
221994,2020,,€2.1M,High/ Medium
224810,2020,,€2.8M,Medium/ Medium
206379,,,,Medium/ Medium
210475,2021,,€1.8M,Medium/ High
211243,2019,,€1.8M,Medium/ Medium
183339,2021,,€1.7M,High/ High
194091,2020,,€2.1M,High/ Medium
203308,2019,,€1.6M,Medium/ High
204332,2020,,€1.3M,Medium/ Medium
209196,2019,,€1.9M,Medium/ High
220204,2020,,€1.4M,Medium/ Medium
233260,2021,,€5.4M,Medium/ Low
157741,2022,,€969K,Medium/ Medium
224045,2020,,€2.4M,Medium/ Low
171565,2019,,€736K,Medium/ High
155694,2020,,€900K,Medium/ Medium
230190,2021,,€570K,High/ Medium
231726,2022,,€2.5M,High/ Low
244271,2023,,€3.1M,Medium/ Medium
186415,2019,,€1.5M,Medium/ Low
225584,2020,,€2.8M,Medium/ Medium
230193,2021,,€540K,High/ Medium
233265,2021,,€3.3M,Medium/ Medium
236593,2022,,€4.8M,Medium/ Medium
177969,2021,,€723K,Medium/ High
203570,2020,,€2.1M,High/ High
205618,2020,,€1.9M,High/ High
211250,2021,,€2.9M,Low/ High
223794,2022,,€2M,High/ Medium
230194,2021,,€1.4M,Low/ Medium
233267,2021,,€1.9M,Medium/ Medium
171315,2019,,€1.4M,Medium/ Medium
244787,2020,,€3M,Medium/ Medium
189235,2019,,€1.5M,Low/ Medium
226356,"Jun 30, 2019",Hellas Verona,,High/ High
228404,2018,,€1.9M,High/ Low
232756,2020,,€3.4M,Medium/ Medium
217653,2018,,€969K,Medium/ Medium
160309,2019,,€574K,Medium/ Medium
235317,2021,,€1.5M,High/ Low
207926,2019,,€1.3M,Medium/ Medium
214582,2019,,€1.6M,Medium/ Medium
171318,2020,,€1.6M,High/ Medium
210743,2020,,€3.1M,Medium/ Medium
146487,2019,,€1M,Medium/ Medium
192567,2020,,€2M,Low/ High
202040,2021,,€1.2M,High/ Medium
216376,2019,,€2.1M,Medium/ Low
232505,2021,,€313K,Medium/ Medium
233785,2020,,€2.7M,Low/ Medium
187705,2020,,€1.2M,Medium/ Medium
201530,2019,,€1.8M,High/ Medium
212795,2020,,€1.7M,Medium/ High
222779,2020,,€2.5M,Medium/ Medium
204092,2021,,€1.4M,Medium/ Medium
229692,2020,,€2.3M,Medium/ Medium
235580,2021,,€2.8M,Medium/ High
211005,2019,,€1.4M,Low/ High
149309,2019,,€425K,Medium/ Medium
224317,"May 31, 2019",Argentinos Juniors,,Medium/ Low
229949,2018,,€1.9M,Medium/ Medium
202814,2019,,€2.1M,High/ Medium
204350,2020,,€2.2M,Low/ Low
135743,2021,,€581K,Medium/ Low
204863,2019,,€2M,High/ Medium
158784,2023,,€102K,Medium/ Medium
234048,2020,,€2.8M,Medium/ Medium
206145,2019,,€1.5M,Medium/ Medium
217153,2020,,€2.2M,High/ High
170305,2020,,€1.1M,Medium/ Medium
240193,2020,,€3.4M,Medium/ Medium
197954,2019,,€1.6M,High/ Medium
214594,2018,,€1.7M,Medium/ High
232514,2019,,€1.6M,Medium/ Medium
190530,2021,,€1.8M,Low/ Medium
184643,2021,,€1.2M,High/ Medium
205892,2019,,€2.3M,Medium/ High
163396,2019,,€2M,High/ Medium
232004,2021,,€1.7M,Medium/ Medium
238660,2020,,€2.7M,High/ Medium
184900,2021,,€313K,Low/ High
193092,2019,,€1.7M,High/ Medium
194372,2020,,€1.8M,Medium/ Medium
213573,2019,,€2.2M,Medium/ Medium
223045,2023,,€2.2M,High/ Medium
230981,2021,,€1.8M,High/ Medium
235077,2021,,€3.1M,Medium/ Low
211270,"Jun 30, 2019",Levante UD,,Medium/ Medium
222278,2021,,€1.9M,Medium/ High
229702,2021,,€2.9M,Medium/ Medium
234054,,,,Medium/ Medium
241990,2021,,€2.3M,High/ Medium
189510,2019,,€1.5M,Medium/ Low
212807,2019,,€2.4M,High/ Medium
230727,2021,,€2.8M,Medium/ Medium
180808,2020,,€1.5M,Medium/ High
182856,2020,,€1.8M,Medium/ Medium
192328,2020,,€1.6M,High/ Medium
203593,2020,,€2.2M,Medium/ Medium
213321,2019,,€1.9M,Medium/ Low
220489,2023,,€1.7M,Low/ Medium
170569,2020,,€1.4M,Medium/ Medium
203594,,,,High/ High
203850,2020,,€1.6M,Medium/ Medium
237642,2022,,€4.4M,Medium/ Medium
173130,2019,,€1.8M,High/ Medium
238922,2020,,€2.4M,Medium/ High
241994,2020,,€2.2M,Medium/ Low
216139,2019,,€1.9M,High/ Medium
157515,2019,,€978K,Medium/ Medium
162891,2019,,€1.2M,Medium/ High
172620,2023,,€1.1M,Low/ High
240716,"Jun 30, 2019",Getafe CF,,Medium/ Medium
203853,2022,,€1.9M,Medium/ Medium
209485,2021,,€2.1M,High/ Medium
211021,2019,,€1.6M,Medium/ Medium
213325,2023,,€2M,Medium/ High
228173,2019,,€1.4M,High/ Low
236621,2021,,€2.6M,Medium/ Medium
174669,2019,,€980K,High/ Medium
243533,,,,Medium/ Medium
208462,2019,,€1.8M,Medium/ Medium
219470,"Jun 30, 2019",Birmingham City,,Medium/ High
221774,2023,,€2.7M,Medium/ Low
228174,"Jun 30, 2019",Tottenham Hotspur,,Medium/ High
232526,2023,,€2.5M,High/ High
187982,2020,,€945K,High/ Medium
230991,2018,,€1.7M,High/ Medium
193359,,,,Medium/ Medium
196688,,,,Medium/ Medium
229456,2020,,€2.8M,High/ Medium
235088,2020,,€2.4M,High/ Medium
236624,"Jun 30, 2019",Eintracht Frankfurt,,Medium/ Medium
189776,2021,,€2.1M,Medium/ Medium
223313,2019,,€1.7M,Medium/ High
229201,2023,,€1.4M,Medium/ Medium
234833,2022,,€4.6M,Medium/ Medium
207954,2020,,€1.8M,Medium/ Medium
222546,2019,,€1.6M,Medium/ Medium
223826,2018,,€1.9M,Low/ High
228946,2023,,€5.2M,High/ Medium
189267,2021,,€870K,Medium/ Medium
200532,2021,,€1.2M,High/ Medium
214356,2023,,€1.9M,Medium/ Medium
230228,2021,,€1.8M,Medium/ Medium
198230,2019,,€1.1M,Medium/ High
212054,2021,,€2.3M,High/ High
220246,,,,Medium/ Medium
157270,2019,,€760K,High/ Medium
239446,2021,,€3.4M,Medium/ Medium
183382,,,,Medium/ High
197975,2019,,€2.1M,Medium/ Medium
200535,2020,,€1.6M,Medium/ Medium
210263,2020,,€2.5M,Medium/ Medium
215383,2019,,€2.2M,Medium/ Medium
223575,2020,,€2.6M,Medium/ Low
227927,2023,,€3.2M,High/ Medium
169815,2019,,€563K,Medium/ Medium
196952,2019,,€2.1M,High/ Medium
223064,2018,,€1.9M,Medium/ Medium
241496,2020,,€5.4M,High/ Medium
179800,2021,,€1.3M,Medium/ Medium
184664,2018,,€900K,Low/ High
146521,2019,,€920K,High/ Medium
193369,2019,,€891K,Medium/ Medium
214874,"Dec 31, 2018",Colo-Colo,,High/ Medium
230490,2018,,€2.1M,High/ Medium
241498,2021,,€2.2M,High/ Low
191834,2019,,€908K,High/ Medium
199516,"Jun 30, 2019",Sheffield United,,Medium/ Medium
215388,2019,,€1.5M,Medium/ Medium
167516,2019,,€735K,Medium/ Low
191068,2020,,€2M,High/ Low
198749,"May 31, 2019",Club Tijuana,,Medium/ Medium
202077,2019,,€1.6M,High/ Medium
222557,2019,,€2.3M,Medium/ High
182621,2019,,€616K,Medium/ Medium
207454,2021,,€2.2M,Medium/ Medium
227678,2021,,€3.4M,Medium/ High
243806,2022,,€2.2M,Medium/ Medium
189278,2020,,€2M,Medium/ Medium
207711,"Jun 30, 2019",Getafe CF,,High/ Low
233055,2021,,€1.1M,Medium/ Medium
243551,2020,,€2.5M,Medium/ Medium
184927,2019,,€1.5M,High/ Low
138336,2019,,€656K,High/ Medium
216416,2019,,€2.4M,Medium/ Medium
224608,2020,,€1.9M,Low/ High
228961,2020,,€2.2M,Medium/ Medium
101473,2019,,€266K,Medium/ Medium
237153,2020,,€2.9M,High/ Medium
187489,2020,,€1.6M,Medium/ High
214882,2021,,€1.5M,Medium/ High
192354,2021,,€1.8M,Medium/ Medium
203363,2020,,€1.7M,Medium/ High
206435,,,,High/ Medium
165219,2019,,€1.6M,Medium/ High
173667,2020,,€1.6M,Medium/ Medium
183395,2019,,€1.5M,Low/ Medium
186979,2021,,€1.3M,High/ Medium
191843,2019,,€1M,Medium/ High
192611,2019,,€1.5M,High/ High
200292,2020,,€2.1M,Low/ High
202084,2020,,€2M,Medium/ Low
210532,2022,,€1.2M,Medium/ High
213348,2019,,€1.7M,Medium/ Medium
171364,"Dec 31, 2018",Monterrey,,High/ Medium
237156,2023,,€3.6M,High/ Medium
177508,2019,,€765K,Medium/ Medium
245348,2019,,€2.4M,Medium/ Low
205669,2020,,€2.2M,High/ Medium
111206,2019,,€391K,Medium/ Medium
223335,2019,,€1.8M,Medium/ Medium
226407,2019,,€616K,Low/ High
228711,2019,,€4.9M,Medium/ Low
229991,"Jun 30, 2019",Valencia CF,,Medium/ Medium
169575,2020,,€1.4M,Low/ High
173415,2019,,€1M,Medium/ Medium
195687,"May 31, 2019",Granada CF,,Medium/ Medium
210280,2021,,€1.1M,Medium/ High
189544,2021,,€1.4M,Medium/ High
205929,2021,,€1.8M,High/ High
9833,2019,,€102K,Medium/ Medium
220522,2019,,€2M,High/ Low
231786,,,,Medium/ Low
187498,2021,,€1.5M,Medium/ Medium
205163,2021,,€2.7M,High/ Medium
219755,"Jun 30, 2019",FC København,,High/ High
228203,,,,Medium/ Medium
210028,2020,,€1.4M,Medium/ Medium
213612,2020,,€1.9M,Medium/ High
223596,2022,,€2.7M,Medium/ Medium
167532,2023,,€1.3M,Medium/ Medium
190572,"Jun 30, 2019",Leeds United,,Medium/ High
193900,2021,,€1.7M,High/ Medium
215149,2019,,€1M,High/ Medium
226157,"Jun 30, 2019",Deportivo Alavés,,Medium/ Low
230253,2021,,€1.5M,Low/ Medium
235629,2021,,€2M,Medium/ Medium
239981,2020,,€4.9M,Medium/ Medium
241005,2021,,€4.8M,Medium/ Medium
194925,2021,,€2.6M,Medium/ Medium
213102,2021,,€2.1M,High/ Low
214382,2023,,€1.4M,High/ Medium
164462,2023,,€1.1M,Medium/ Medium
198511,2019,,€1.9M,Medium/ Medium
202095,2020,,€2.8M,High/ Medium
216175,2020,,€1.6M,Medium/ Medium
218991,"Jun 30, 2019",Independiente Medellín,,Medium/ Medium
229487,2022,,€2.6M,Medium/ Medium
212592,2023,,€1.5M,Medium/ Medium
220528,"Jun 30, 2019",Napoli,,High/ Low
233840,2021,,€2.7M,Medium/ High
235888,"Jun 30, 2019",AS Monaco,,High/ High
184176,2019,,€1.9M,Medium/ Medium
210801,2022,,€1.7M,Medium/ Low
211057,2022,,€2.1M,Medium/ Medium
215665,2020,,€1.3M,High/ Medium
217201,2023,,€1.8M,High/ Medium
223345,2020,,€2.7M,High/ Medium
177521,2019,,€1.1M,Medium/ Medium
169586,2019,,€1.9M,High/ Medium
188274,2019,,€1.7M,High/ Medium
199283,2020,,€1.2M,High/ Medium
223603,2020,,€2.3M,Medium/ Medium
227443,2023,,€1.1M,Medium/ Medium
234867,"Jun 30, 2020",Manchester City,,High/ Low
241779,"Jun 30, 2019",Al Hilal,,High/ Medium
225396,"Dec 31, 2018",CD Antofagasta,,Medium/ Medium
225652,2022,,€2.8M,Medium/ Medium
205941,2020,,€1.3M,Medium/ Medium
235381,"Jun 30, 2019",OGC Nice,,High/ Medium
193141,2020,,€863K,High/ Medium
199286,2020,,€2M,Medium/ Medium
211574,"Jun 30, 2019",SC Braga,,Medium/ Medium
213110,"Jun 30, 2019",Stade Malherbe Caen,,High/ Low
230774,2021,,€2.8M,Medium/ High
234102,"Jun 30, 2019",Inter,,Medium/ Medium
169590,2018,,€1.9M,Low/ Medium
177782,2019,,€850K,Low/ High
208247,2019,,€1.8M,Medium/ Medium
233591,2020,,€1.8M,Medium/ High
188791,2021,,€906K,Medium/ Medium
243576,2023,,€4.5M,High/ Medium
204153,2020,,€1.7M,Medium/ Medium
209529,2020,,€1.9M,Medium/ Low
157305,2019,,€531K,Medium/ Medium
188793,2019,,€719K,Medium/ Medium
216698,2019,,€1.6M,High/ Medium
201083,2019,,€1.5M,High/ Medium
207739,"Jan 31, 2019",Vissel Kobe,,Medium/ Low
214907,2020,,€3.2M,High/ Low
225147,2022,,€2.8M,High/ Medium
172411,2019,,€520K,Medium/ Medium
210556,2021,,€2.7M,Medium/ Low
211068,2022,,€1.9M,Medium/ Medium
227708,2019,,€1.8M,Medium/ Medium
234108,"Jun 30, 2019",Boca Juniors,,High/ Low
208766,2020,,€3.2M,Medium/ Medium
156542,2020,,€1.4M,High/ Medium
224126,"Dec 31, 2018",SC Braga,,High/ Medium
226430,"Jun 30, 2019",West Ham United,,High/ Medium
226686,2020,,€2.6M,Medium/ Medium
232062,2019,,€1.1M,Medium/ Medium
214911,2020,,€1.2M,High/ Medium
223359,2019,,€2.4M,Medium/ Medium
229247,2020,,€2.2M,Medium/ High
210560,2020,,€2.6M,Medium/ Medium
225664,2023,,€1.6M,High/ Medium
242816,2021,,€6.5M,Medium/ Low
198017,2019,,€2M,High/ Low
205185,2020,,€2.3M,Medium/ Low
207745,2019,,€2M,Medium/ High
216449,2021,,€2M,Medium/ Medium
222337,2023,,€1.3M,Low/ High
224385,2023,,€1.3M,High/ Medium
230273,2021,,€2.1M,Medium/ Medium
238977,2020,,€1.6M,High/ Medium
188289,2019,,€2M,High/ Medium
172418,2019,,€1.9M,High/ Low
205955,2022,,€2.2M,Medium/ Low
150659,2019,,€438K,Medium/ Medium
220035,2019,,€2.1M,Medium/ Medium
184707,2021,,€2.2M,Medium/ Medium
214916,2023,,€1.1M,High/ Medium
155524,2020,,€1.5M,Medium/ Medium
226436,2022,,€2.7M,Medium/ Medium
242052,2022,,€2.9M,High/ Medium
183940,"Jun 30, 2019",Leeds United,,Medium/ Medium
190852,2019,,€2.1M,High/ Medium
204677,2022,,€1.8M,Low/ Medium
236165,2021,,€971K,High/ Medium
177285,2020,,€1.1M,Medium/ High
214662,2019,,€1.8M,High/ Medium
214918,2023,,€1.5M,High/ Medium
198024,2019,,€1.7M,High/ Medium
212104,2022,,€2M,Medium/ Medium
214408,2019,,€2.5M,Medium/ Medium
231560,2018,,€1.4M,High/ Low
170632,2020,,€1.1M,Medium/ Medium
