ID,Overall,Potential,International Reputation
240740,70,87,1.0
205157,70,75,1.0
232293,70,82,1.0
241509,70,82,1.0
214118,70,70,1.0
225894,70,70,1.0
226662,70,75,1.0
227174,70,81,1.0
170342,70,70,1.0
244582,70,75,1.0
240743,70,78,1.0
184935,70,70,1.0
197480,70,71,1.0
139368,70,70,1.0
165736,70,70,1.0
172904,70,70,1.0
173160,70,70,1.0
244584,70,72,1.0
230249,70,70,1.0
236393,70,79,1.0
200298,70,70,1.0
200810,70,71,1.0
231530,70,79,1.0
215147,70,76,1.0
178283,70,70,1.0
212332,70,70,1.0
219244,70,79,1.0
166764,70,70,1.0
208493,70,70,1.0
169069,70,70,1.0
162926,70,70,1.0
188782,70,70,1.0
192110,70,74,1.0
210031,70,70,1.0
188271,70,70,1.0
190575,70,70,2.0
198000,70,70,1.0
218736,70,71,1.0
223344,70,75,1.0
199537,70,70,1.0
203889,70,70,1.0
213105,70,75,1.0
236145,70,70,1.0
180593,70,70,1.0
186993,70,70,1.0
142962,70,70,1.0
227186,70,78,1.0
192370,70,70,1.0
199027,70,75,1.0
240243,70,85,1.0
229748,70,75,1.0
113524,70,70,2.0
198517,70,70,1.0
225653,70,75,1.0
226677,70,77,1.0
228981,70,73,1.0
236405,70,77,1.0
208502,70,74,1.0
220534,70,80,1.0
164470,70,70,1.0
194934,70,72,1.0
198776,70,74,1.0
224376,70,77,1.0
229752,70,82,1.0
230520,70,70,1.0
234873,70,72,1.0
177273,70,70,1.0
210042,70,71,1.0
219514,70,70,1.0
200059,70,73,1.0
219771,70,74,1.0
228732,70,81,1.0
173436,70,70,2.0
216701,70,70,1.0
146558,70,70,1.0
222590,70,77,1.0
232318,70,70,1.0
177790,70,70,1.0
196991,70,71,1.0
198783,70,70,1.0
206207,70,75,1.0
206463,70,75,1.0
212351,70,72,1.0
177279,70,70,1.0
234112,70,83,1.0
183936,70,70,1.0
189568,70,70,1.0
189824,70,70,1.0
202113,70,74,1.0
208769,70,72,1.0
209281,70,70,1.0
217217,70,70,1.0
221313,70,76,1.0
163713,70,70,1.0
240257,70,78,1.0
187265,70,70,1.0
190593,70,71,1.0
201346,70,71,1.0
203138,70,76,1.0
228738,70,79,1.0
179842,70,70,1.0
188546,70,70,1.0
223107,70,72,1.0
204676,70,73,1.0
205188,70,73,1.0
214404,70,73,1.0
167812,70,73,1.0
205701,70,70,1.0
225669,70,75,1.0
176773,70,70,1.0
178565,70,70,1.0
203398,70,72,1.0
178566,70,70,1.0
169607,70,70,2.0
158088,70,70,1.0
186504,70,70,2.0
232329,70,77,1.0
146058,70,70,1.0
215178,70,77,1.0
105866,70,70,2.0
173450,70,70,1.0
239498,70,79,1.0
204939,70,73,1.0
205451,70,70,1.0
211339,70,70,1.0
225931,70,78,1.0
204684,70,72,1.0
236172,70,70,1.0
174732,70,70,1.0
182412,70,70,1.0
208269,70,70,1.0
193421,70,70,1.0
213902,70,76,1.0
221582,70,70,1.0
224142,70,70,1.0
225934,70,72,1.0
205711,70,71,1.0
212879,70,70,1.0
235407,70,85,1.0
193679,70,70,1.0
232080,70,81,1.0
236944,70,78,1.0
199569,70,73,1.0
210833,70,74,1.0
234385,70,80,1.0
188305,70,70,1.0
214418,70,70,1.0
229522,70,78,1.0
214163,70,71,1.0
229011,70,79,1.0
236947,70,81,1.0
199572,70,70,1.0
236692,70,77,1.0
244628,70,78,1.0
172949,70,70,2.0
193685,70,70,2.0
199574,70,71,2.0
208022,70,74,1.0
238486,70,79,1.0
182166,70,70,1.0
184982,70,70,1.0
193942,70,70,1.0
203159,70,70,1.0
226711,70,70,1.0
235927,70,79,1.0
243863,70,71,1.0
212632,70,70,1.0
229528,70,80,1.0
236696,70,78,1.0
172696,70,70,1.0
178584,70,70,1.0
188824,70,70,1.0
203161,70,74,1.0
210329,70,71,1.0
214937,70,75,1.0
240281,70,70,1.0
188313,70,70,1.0
189849,70,70,1.0
211099,70,75,1.0
229019,70,82,1.0
165787,70,70,1.0
204701,70,75,1.0
228509,70,82,1.0
186781,70,70,1.0
212126,70,78,1.0
225950,70,73,1.0
227230,70,72,1.0
176542,70,70,1.0
187038,70,70,1.0
201887,70,73,1.0
152991,70,70,1.0
199584,70,71,1.0
211872,70,71,1.0
244384,70,74,1.0
186272,70,70,1.0
209569,70,70,1.0
164769,70,70,2.0
237985,70,80,1.0
45473,70,70,1.0
232610,70,75,1.0
174754,70,70,1.0
178594,70,70,1.0
187042,70,70,1.0
204451,70,75,1.0
207523,70,70,2.0
225699,70,77,1.0
170915,70,70,1.0
164,70,70,2.0
198564,70,70,1.0
202404,70,70,1.0
142756,70,70,1.0
209828,70,74,1.0
211365,70,77,1.0
244389,70,84,1.0
218534,70,73,1.0
223654,70,79,1.0
244646,70,70,1.0
224423,70,78,1.0
235943,70,77,1.0
173735,70,70,2.0
189607,70,70,1.0
228520,70,77,1.0
194216,70,70,1.0
212138,70,76,1.0
213930,70,72,1.0
188586,70,70,1.0
192938,70,71,1.0
200107,70,70,1.0
232619,70,70,1.0
237995,70,82,1.0
214700,70,71,1.0
169388,70,70,1.0
169644,70,70,1.0
172716,70,70,1.0
202413,70,70,1.0
215213,70,78,1.0
175789,70,70,2.0
198062,70,72,1.0
214446,70,77,1.0
229038,70,79,1.0
229039,70,75,1.0
235183,70,79,1.0
188335,70,70,2.0
172208,70,70,1.0
188336,70,72,1.0
190640,70,72,1.0
229041,70,70,1.0
144306,70,70,1.0
213170,70,70,1.0
221618,70,75,1.0
236466,70,81,1.0
184242,70,71,1.0
211635,70,70,1.0
51123,70,70,2.0
189619,70,71,1.0
201908,70,75,1.0
232884,70,71,1.0
187572,70,70,1.0
206005,70,70,1.0
209333,70,73,1.0
212405,70,70,1.0
221621,70,70,1.0
224949,70,86,1.0
203446,70,71,1.0
158902,70,70,1.0
231862,70,71,1.0
242614,70,78,1.0
142775,70,70,1.0
221367,70,75,1.0
222391,70,76,1.0
199352,70,70,1.0
195256,70,72,1.0
220089,70,72,1.0
224185,70,75,1.0
191673,70,70,1.0
201146,70,70,1.0
201914,70,71,1.0
221370,70,73,1.0
224186,70,74,1.0
235706,70,80,1.0
188602,70,71,1.0
214459,70,73,1.0
214971,70,73,1.0
193211,70,70,2.0
217532,70,73,1.0
231612,70,77,1.0
241852,70,85,1.0
198589,70,71,1.0
206269,70,72,1.0
219837,70,75,1.0
173245,70,70,1.0
202686,70,70,1.0
137406,70,70,1.0
223422,70,70,1.0
241854,70,82,1.0
211903,70,71,1.0
184255,70,70,2.0
204992,70,73,1.0
210880,70,75,1.0
214208,70,72,1.0
242112,70,77,1.0
204737,70,70,1.0
213697,70,78,1.0
221121,70,79,1.0
192449,70,70,1.0
221890,70,77,1.0
234178,70,79,1.0
204227,70,74,1.0
140483,70,70,1.0
208835,70,70,1.0
212419,70,72,1.0
166851,70,70,1.0
239043,70,79,1.0
110787,70,70,1.0
190659,70,70,1.0
192451,70,70,1.0
193475,70,70,1.0
233413,70,80,1.0
210374,70,70,1.0
230342,70,70,1.0
237766,70,77,1.0
239814,70,77,1.0
193222,70,71,1.0
230855,70,74,1.0
189383,70,70,1.0
193735,70,70,1.0
198856,70,72,1.0
219848,70,75,1.0
195272,70,71,1.0
198601,70,70,1.0
198857,70,70,1.0
208585,70,75,1.0
214217,70,72,1.0
222153,70,71,1.0
176841,70,70,1.0
182473,70,70,1.0
217802,70,74,1.0
220362,70,73,1.0
227274,70,78,1.0
200395,70,70,1.0
214987,70,70,1.0
227787,70,73,1.0
190667,70,70,1.0
219852,70,75,1.0
231628,70,81,1.0
209613,70,73,1.0
214733,70,70,1.0
228813,70,82,1.0
229325,70,76,1.0
234957,70,70,1.0
184781,70,70,1.0
188621,70,70,1.0
227790,70,76,1.0
230350,70,70,1.0
239822,70,77,1.0
243662,70,74,1.0
208335,70,72,1.0
212943,70,75,1.0
213711,70,73,1.0
215247,70,77,1.0
216015,70,70,1.0
164559,70,70,1.0
181199,70,70,1.0
181455,70,70,2.0
204496,70,74,1.0
214480,70,70,1.0
201681,70,70,1.0
140497,70,70,1.0
214993,70,70,1.0
224977,70,76,1.0
227537,70,70,1.0
200914,70,70,1.0
209874,70,72,1.0
214226,70,78,1.0
169938,70,70,1.0
238802,70,70,1.0
198611,70,70,1.0
135891,70,70,1.0
123603,70,70,2.0
191443,70,70,1.0
212948,70,79,1.0
222420,70,76,1.0
229332,70,70,1.0
206549,70,70,1.0
209109,70,72,1.0
189397,70,70,1.0
220118,70,72,1.0
193495,70,70,1.0
152536,70,70,1.0
219864,70,78,1.0
236505,70,75,1.0
238041,70,80,1.0
204506,70,73,1.0
230362,70,70,1.0
39386,70,70,1.0
239322,70,75,1.0
207835,70,76,1.0
212955,70,70,1.0
155355,70,70,2.0
234203,70,79,1.0
216284,70,73,1.0
222428,70,80,1.0
234972,70,71,1.0
237532,70,74,1.0
195036,70,70,1.0
203741,70,73,1.0
210653,70,75,1.0
241629,70,85,1.0
177373,70,70,1.0
195037,70,72,1.0
208862,70,72,1.0
223966,70,70,1.0
232926,70,70,1.0
200671,70,71,1.0
200672,70,70,1.0
208096,70,73,1.0
220128,70,70,1.0
230368,70,70,1.0
206561,70,80,1.0
228321,70,78,1.0
239841,70,70,1.0
200930,70,71,1.0
201698,70,70,1.0
219106,70,70,1.0
172258,70,70,1.0
239842,70,76,1.0
193250,70,70,1.0
215267,70,73,1.0
225507,70,73,1.0
184035,70,70,1.0
186595,70,70,1.0
189923,70,70,1.0
209892,70,75,1.0
153060,70,70,1.0
198117,70,70,1.0
206565,70,74,1.0
216549,70,76,1.0
220901,70,77,1.0
227557,70,78,1.0
241637,70,84,1.0
227558,70,77,1.0
229606,70,79,1.0
229862,70,81,1.0
236518,70,81,1.0
198631,70,70,1.0
219879,70,70,1.0
163303,70,70,2.0
164839,70,70,1.0
198632,70,71,1.0
172520,70,70,1.0
189928,70,70,1.0
224489,70,80,1.0
153066,70,70,1.0
235754,70,75,1.0
236522,70,84,1.0
206571,70,73,1.0
212459,70,76,1.0
221675,70,70,1.0
226285,70,79,1.0
226797,70,70,1.0
230382,70,70,1.0
231150,70,74,1.0
169710,70,70,1.0
235502,70,70,1.0
241390,70,83,1.0
244206,70,84,1.0
211440,70,70,1.0
214000,70,75,1.0
221168,70,82,1.0
229104,70,72,1.0
233201,70,80,1.0
188657,70,74,1.0
189425,70,70,1.0
195313,70,71,1.0
201714,70,70,1.0
211954,70,75,1.0
213490,70,80,1.0
226035,70,77,1.0
183283,70,70,1.0
224756,70,79,1.0
184820,70,70,1.0
190196,70,71,1.0
193780,70,70,1.0
199413,70,70,1.0
214005,70,70,1.0
208374,70,70,1.0
221430,70,75,1.0
156662,70,70,1.0
168950,70,70,2.0
208375,70,75,1.0
219127,70,80,1.0
214776,70,73,1.0
238072,70,80,1.0
175608,70,70,2.0
193528,70,70,1.0
142329,70,70,2.0
213497,70,74,1.0
235257,70,74,1.0
195065,70,71,1.0
222970,70,71,1.0
223994,70,72,1.0
225530,70,77,1.0
164858,70,70,1.0
240122,70,73,1.0
192250,70,70,1.0
210171,70,73,1.0
237819,70,82,1.0
181499,70,70,1.0
203004,70,72,1.0
209660,70,71,1.0
224508,70,71,1.0
178684,70,70,1.0
186876,70,70,1.0
204030,70,74,1.0
230398,70,70,1.0
231423,70,79,1.0
188671,70,70,1.0
208384,69,74,1.0
227840,69,70,1.0
235008,69,79,1.0
236288,69,78,1.0
177152,69,69,1.0
182528,69,69,1.0
199169,69,70,1.0
192001,69,74,1.0
193537,69,69,1.0
208898,69,69,1.0
214274,69,72,1.0
215810,69,74,1.0
229890,69,76,1.0
235522,69,78,1.0
233731,69,83,1.0
179971,69,69,1.0
190979,69,74,1.0
192259,69,69,1.0
202756,69,69,1.0
216836,69,70,1.0
233476,69,83,1.0
214533,69,71,1.0
225285,69,70,1.0
162053,69,69,1.0
232709,69,77,1.0
176645,69,69,1.0
185349,69,69,1.0
191237,69,69,1.0
210182,69,69,1.0
162054,69,69,1.0
240134,69,69,1.0
193030,69,69,1.0
166919,69,69,2.0
186887,69,69,1.0
189447,69,69,2.0
219912,69,69,1.0
162056,69,69,1.0
199689,69,69,1.0
209417,69,76,1.0
211209,69,72,1.0
155657,69,69,1.0
224265,69,79,1.0
225289,69,77,1.0
233225,69,70,1.0
184585,69,69,1.0
223755,69,74,1.0
162315,69,69,1.0
206604,69,71,1.0
236300,69,73,1.0
183564,69,69,1.0
187916,69,69,1.0
214029,69,74,1.0
223501,69,78,1.0
193293,69,69,1.0
212238,69,76,1.0
226062,69,69,1.0
233230,69,80,1.0
188430,69,69,1.0
213007,69,75,1.0
194063,69,69,1.0
194319,69,69,1.0
202512,69,73,1.0
232208,69,78,1.0
242704,69,73,1.0
205073,69,69,1.0
128529,69,69,1.0
203026,69,70,1.0
213010,69,69,1.0
227602,69,74,1.0
234002,69,69,1.0
235794,69,83,1.0
170514,69,69,1.0
45842,69,69,2.0
234515,69,74,1.0
205588,69,71,1.0
207892,69,70,1.0
208916,69,69,2.0
215572,69,73,1.0
230164,69,69,1.0
191252,69,69,1.0
196885,69,69,1.0
202517,69,70,1.0
233493,69,77,1.0
169493,69,69,1.0
183573,69,69,1.0
185109,69,69,1.0
190485,69,69,1.0
214038,69,77,1.0
227862,69,72,1.0
226583,69,70,1.0
236823,69,80,1.0
186135,69,69,1.0
193303,69,69,1.0
206104,69,70,1.0
211736,69,72,1.0
162328,69,69,1.0
189464,69,69,1.0
146969,69,69,1.0
189209,69,69,1.0
190745,69,69,1.0
210202,69,69,1.0
216346,69,74,1.0
227866,69,69,1.0
116762,69,69,1.0
183578,69,69,1.0
208923,69,69,1.0
218651,69,73,1.0
235036,69,79,1.0
198429,69,69,1.0
228893,69,77,1.0
164637,69,69,1.0
239645,69,72,1.0
208158,69,75,1.0
236830,69,81,1.0
198687,69,69,1.0
218656,69,71,1.0
239136,69,85,1.0
205089,69,73,1.0
235553,69,72,1.0
193057,69,69,1.0
210466,69,69,1.0
223010,69,75,1.0
234018,69,69,1.0
238370,69,82,1.0
188194,69,69,1.0
203043,69,69,1.0
205603,69,70,1.0
178211,69,69,1.0
194851,69,69,1.0
215332,69,69,1.0
221220,69,78,1.0
160292,69,69,2.0
244516,69,76,1.0
198437,69,71,1.0
209701,69,73,1.0
169509,69,69,1.0
45605,69,69,2.0
194085,69,69,1.0
209958,69,70,1.0
212518,69,69,1.0
221990,69,74,1.0
234278,69,72,1.0
206631,69,70,1.0
230439,69,69,1.0
234279,69,71,1.0
204840,69,69,1.0
220968,69,74,1.0
221480,69,69,1.0
223016,69,72,1.0
244264,69,78,1.0
208169,69,73,1.0
220969,69,78,1.0
232489,69,70,1.0
173097,69,69,1.0
138026,69,69,1.0
221994,69,75,1.0
224810,69,75,1.0
206379,69,69,1.0
210475,69,71,1.0
211243,69,69,1.0
183339,69,69,1.0
194091,69,69,1.0
203308,69,74,1.0
204332,69,69,1.0
209196,69,73,1.0
220204,69,69,1.0
233260,69,83,1.0
157741,69,69,1.0
224045,69,74,1.0
171565,69,69,1.0
155694,69,69,1.0
230190,69,69,1.0
231726,69,76,1.0
244271,69,76,1.0
186415,69,69,1.0
225584,69,72,1.0
230193,69,69,1.0
233265,69,76,1.0
236593,69,84,1.0
177969,69,69,1.0
203570,69,69,1.0
205618,69,74,1.0
211250,69,75,1.0
223794,69,71,1.0
230194,69,69,1.0
233267,69,77,1.0
171315,69,69,1.0
244787,69,76,1.0
189235,69,69,1.0
226356,69,77,1.0
228404,69,70,1.0
232756,69,80,1.0
217653,69,69,1.0
160309,69,69,1.0
235317,69,69,1.0
207926,69,74,1.0
214582,69,72,1.0
171318,69,69,2.0
210743,69,74,1.0
146487,69,69,1.0
192567,69,72,1.0
202040,69,69,1.0
216376,69,70,1.0
232505,69,69,1.0
233785,69,77,1.0
187705,69,69,1.0
201530,69,71,1.0
212795,69,69,1.0
222779,69,75,1.0
204092,69,73,1.0
229692,69,77,1.0
235580,69,76,1.0
211005,69,70,1.0
149309,69,69,1.0
224317,69,70,1.0
229949,69,74,1.0
202814,69,72,1.0
204350,69,72,1.0
135743,69,69,1.0
204863,69,70,1.0
158784,69,69,1.0
234048,69,78,1.0
206145,69,74,1.0
217153,69,69,1.0
170305,69,69,1.0
240193,69,80,1.0
197954,69,70,1.0
214594,69,71,1.0
232514,69,69,1.0
190530,69,69,1.0
184643,69,69,1.0
205892,69,73,1.0
163396,69,69,1.0
232004,69,73,1.0
238660,69,75,1.0
184900,69,69,1.0
193092,69,69,1.0
194372,69,71,1.0
213573,69,77,1.0
223045,69,72,1.0
230981,69,72,1.0
235077,69,74,1.0
211270,69,72,1.0
222278,69,69,1.0
229702,69,78,1.0
234054,69,73,1.0
241990,69,72,1.0
189510,69,69,1.0
212807,69,76,1.0
230727,69,80,1.0
180808,69,69,1.0
182856,69,69,1.0
192328,69,69,1.0
203593,69,69,1.0
213321,69,70,1.0
220489,69,71,1.0
170569,69,69,1.0
203594,69,69,1.0
203850,69,71,1.0
237642,69,83,1.0
173130,69,69,1.0
238922,69,75,1.0
241994,69,74,1.0
216139,69,70,1.0
157515,69,69,1.0
162891,69,69,1.0
172620,69,69,1.0
240716,69,78,1.0
203853,69,70,1.0
209485,69,71,1.0
211021,69,76,1.0
213325,69,70,1.0
228173,69,69,1.0
236621,69,74,1.0
174669,69,69,1.0
243533,69,79,1.0
208462,69,73,1.0
219470,69,69,1.0
221774,69,70,1.0
228174,69,84,1.0
232526,69,79,1.0
187982,69,69,1.0
230991,69,69,1.0
193359,69,71,1.0
196688,69,69,1.0
229456,69,78,1.0
235088,69,77,1.0
236624,69,81,1.0
189776,69,69,1.0
223313,69,69,1.0
229201,69,69,1.0
234833,69,83,1.0
207954,69,71,1.0
222546,69,74,1.0
223826,69,69,1.0
228946,69,84,1.0
189267,69,69,1.0
200532,69,69,1.0
214356,69,76,1.0
230228,69,69,1.0
198230,69,69,1.0
212054,69,72,1.0
220246,69,70,1.0
157270,69,69,1.0
239446,69,76,1.0
183382,69,69,1.0
197975,69,71,1.0
200535,69,70,1.0
210263,69,75,1.0
215383,69,71,1.0
223575,69,70,1.0
227927,69,80,1.0
169815,69,69,1.0
196952,69,72,1.0
223064,69,74,1.0
241496,69,85,1.0
179800,69,69,1.0
184664,69,69,1.0
146521,69,69,1.0
193369,69,69,1.0
214874,69,76,1.0
230490,69,69,1.0
241498,69,73,1.0
191834,69,69,2.0
199516,69,69,1.0
215388,69,69,1.0
167516,69,69,1.0
191068,69,70,1.0
198749,69,69,1.0
202077,69,69,1.0
222557,69,77,1.0
182621,69,69,1.0
207454,69,69,1.0
227678,69,80,1.0
243806,69,74,1.0
189278,69,69,1.0
207711,69,70,1.0
233055,69,69,1.0
243551,69,76,1.0
184927,69,69,1.0
138336,69,69,2.0
216416,69,77,1.0
224608,69,69,1.0
228961,69,74,1.0
101473,69,69,2.0
237153,69,79,1.0
187489,69,69,1.0
214882,69,70,1.0
192354,69,69,1.0
203363,69,73,1.0
206435,69,69,1.0
165219,69,69,1.0
173667,69,69,1.0
183395,69,69,1.0
186979,69,69,1.0
191843,69,69,1.0
192611,69,69,1.0
200292,69,71,1.0
202084,69,70,1.0
210532,69,69,1.0
213348,69,71,1.0
171364,69,69,1.0
237156,69,81,1.0
177508,69,69,1.0
245348,69,73,1.0
205669,69,70,1.0
111206,69,69,2.0
223335,69,74,1.0
226407,69,69,1.0
228711,69,84,1.0
229991,69,79,1.0
169575,69,69,1.0
173415,69,69,1.0
195687,69,69,1.0
210280,69,69,1.0
189544,69,72,1.0
205929,69,71,1.0
9833,69,69,1.0
220522,69,70,1.0
231786,69,76,1.0
187498,69,69,1.0
205163,69,74,1.0
219755,69,69,1.0
228203,69,69,1.0
210028,69,69,1.0
213612,69,74,1.0
223596,69,77,1.0
167532,69,69,1.0
190572,69,72,1.0
193900,69,69,1.0
215149,69,69,1.0
226157,69,76,1.0
230253,69,69,1.0
235629,69,77,1.0
239981,69,88,1.0
241005,69,82,1.0
194925,69,72,1.0
213102,69,70,1.0
214382,69,69,1.0
164462,69,69,2.0
198511,69,72,1.0
202095,69,70,1.0
216175,69,74,1.0
218991,69,75,1.0
229487,69,78,1.0
212592,69,70,1.0
220528,69,80,1.0
233840,69,77,1.0
235888,69,78,1.0
184176,69,70,1.0
210801,69,69,1.0
211057,69,72,1.0
215665,69,69,1.0
217201,69,69,1.0
223345,69,70,1.0
177521,69,69,1.0
169586,69,69,2.0
188274,69,69,1.0
199283,69,69,2.0
223603,69,77,1.0
227443,69,69,1.0
234867,69,83,1.0
241779,69,75,1.0
225396,69,74,1.0
225652,69,77,1.0
205941,69,69,1.0
235381,69,77,1.0
193141,69,69,1.0
199286,69,70,2.0
211574,69,74,1.0
213110,69,71,1.0
230774,69,81,1.0
234102,69,81,1.0
169590,69,69,2.0
177782,69,69,1.0
208247,69,74,1.0
233591,69,72,1.0
188791,69,69,2.0
243576,69,82,1.0
204153,69,70,1.0
209529,69,74,1.0
157305,69,69,1.0
188793,69,69,1.0
216698,69,69,1.0
201083,69,69,1.0
207739,69,69,2.0
214907,69,76,1.0
225147,69,77,1.0
172411,69,69,1.0
210556,69,73,1.0
211068,69,73,1.0
227708,69,71,1.0
234108,69,81,1.0
208766,69,74,1.0
156542,69,69,1.0
224126,69,71,1.0
226430,69,79,1.0
226686,69,78,1.0
232062,69,69,1.0
214911,69,69,1.0
223359,69,72,1.0
229247,69,74,1.0
210560,69,74,1.0
225664,69,69,1.0
242816,69,89,1.0
198017,69,69,1.0
205185,69,73,1.0
207745,69,70,1.0
216449,69,76,1.0
222337,69,70,1.0
224385,69,69,1.0
230273,69,69,1.0
238977,69,69,1.0
188289,69,69,1.0
172418,69,69,1.0
205955,69,74,1.0
150659,69,69,1.0
220035,69,72,1.0
184707,69,69,1.0
214916,69,69,1.0
155524,69,69,1.0
226436,69,77,1.0
242052,69,79,1.0
183940,69,69,2.0
190852,69,69,1.0
204677,69,73,1.0
236165,69,69,1.0
177285,69,69,1.0
214662,69,70,1.0
214918,69,69,1.0
198024,69,70,1.0
212104,69,73,1.0
214408,69,77,1.0
231560,69,69,1.0
170632,69,69,1.0
179592,69,69,1.0
184456,69,69,1.0
199305,69,69,1.0
200841,69,71,2.0
202889,69,75,1.0
214153,69,70,1.0
182409,69,69,1.0
189065,69,69,1.0
198538,69,72,1.0
212618,69,72,1.0
214922,69,69,1.0
235658,69,81,1.0
236170,69,69,1.0
177802,69,69,1.0
199051,69,69,1.0
205963,69,70,1.0
183691,69,69,1.0
214668,69,69,1.0
229260,69,72,1.0
169100,69,69,1.0
200845,69,70,1.0
227725,69,75,1.0
187789,69,69,1.0
217998,69,77,1.0
168590,69,69,1.0
176270,69,69,1.0
244622,69,78,1.0
201359,69,71,1.0
209039,69,75,1.0
215183,69,72,1.0
220815,69,78,1.0
231823,69,80,1.0
198288,69,69,1.0
138384,69,69,2.0
213136,69,70,1.0
165520,69,69,2.0
198033,69,69,1.0
213905,69,77,1.0
214417,69,70,1.0
235409,69,69,1.0
241297,69,69,1.0
204690,69,69,1.0
214930,69,75,1.0
226706,69,74,1.0
234898,69,69,1.0
236178,69,69,1.0
183442,69,69,1.0
207507,69,72,1.0
210579,69,77,1.0
220051,69,72,1.0
222355,69,78,1.0
225939,69,70,1.0
242324,69,73,1.0
219285,69,69,1.0
230037,69,69,1.0
220566,69,74,1.0
222358,69,70,1.0
243862,69,76,1.0
190614,69,69,1.0
199832,69,71,1.0
135576,69,69,1.0
208024,69,72,1.0
165784,69,69,1.0
195480,69,70,1.0
198553,69,69,1.0
212121,69,76,1.0
212377,69,69,1.0
51353,69,69,2.0
137114,69,69,2.0
220826,69,71,1.0
228762,69,77,1.0
189594,69,69,1.0
148635,69,69,1.0
219803,69,75,1.0
230043,69,78,1.0
235419,69,74,1.0
186267,69,70,1.0
3484,69,69,2.0
204444,69,69,1.0
213404,69,80,1.0
229276,69,69,1.0
230300,69,69,1.0
232860,69,69,1.0
235164,69,69,1.0
236956,69,77,1.0
184220,69,69,1.0
220829,69,71,1.0
222109,69,77,1.0
198046,69,73,1.0
201374,69,69,1.0
223134,69,70,1.0
164766,69,69,1.0
232094,69,75,1.0
237214,69,75,1.0
173470,69,69,1.0
183454,69,69,1.0
191390,69,69,1.0
203423,69,70,1.0
205215,69,69,1.0
216479,69,70,1.0
242079,69,82,1.0
177055,69,69,1.0
198560,69,69,1.0
221600,69,82,1.0
226720,69,76,1.0
222881,69,78,1.0
225441,69,77,1.0
231073,69,80,1.0
192673,69,69,1.0
201890,69,70,1.0
240802,69,80,1.0
135587,69,69,1.0
212643,69,74,1.0
222883,69,72,1.0
245411,69,76,1.0
189603,69,69,1.0
214948,69,73,1.0
226468,69,81,1.0
186788,69,69,1.0
203173,69,69,1.0
204709,69,73,1.0
209061,69,72,1.0
216229,69,69,1.0
229541,69,79,1.0
233125,69,76,1.0
204966,69,75,1.0
219046,69,75,1.0
221350,69,79,1.0
232870,69,75,1.0
235942,69,80,1.0
191910,69,69,2.0
162471,69,69,1.0
231591,69,74,1.0
214440,69,76,1.0
215720,69,69,1.0
230824,69,81,1.0
200105,69,71,1.0
140201,69,69,2.0
202154,69,69,1.0
213418,69,76,1.0
23466,69,69,2.0
230314,69,69,1.0
237994,69,82,1.0
190634,69,71,1.0
199339,69,69,1.0
136363,69,69,1.0
204203,69,69,1.0
207531,69,70,1.0
230315,69,69,1.0
222636,69,76,1.0
213933,69,76,1.0
143022,69,69,1.0
240046,69,72,1.0
214703,69,69,1.0
223151,69,81,1.0
223920,69,69,1.0
231089,69,81,1.0
198322,69,69,1.0
201138,69,72,1.0
232882,69,79,1.0
171954,69,69,1.0
199347,69,70,1.0
203699,69,69,1.0
215987,69,69,1.0
222643,69,74,1.0
236723,69,80,1.0
183987,69,69,1.0
202164,69,71,1.0
204468,69,70,1.0
209332,69,77,1.0
210868,69,69,1.0
214964,69,69,1.0
234164,69,72,1.0
238004,69,81,1.0
230581,69,72,1.0
116917,69,69,1.0
193461,69,69,1.0
207542,69,74,1.0
225974,69,82,1.0
193974,69,69,1.0
214967,69,69,1.0
223671,69,78,1.0
227511,69,79,1.0
234679,69,81,1.0
242359,69,77,1.0
181175,69,69,1.0
205496,69,69,1.0
211384,69,75,1.0
233400,69,77,1.0
183480,69,69,1.0
190648,69,69,1.0
205753,69,70,1.0
227513,69,77,1.0
204474,69,69,1.0
218298,69,75,1.0
233146,69,71,1.0
185018,69,69,1.0
195258,69,69,1.0
204731,69,69,1.0
147899,69,69,1.0
177083,69,69,1.0
188091,69,72,1.0
204220,69,73,1.0
208828,69,70,1.0
212156,69,74,1.0
213692,69,77,1.0
165564,69,69,1.0
169404,69,69,1.0
240316,69,75,1.0
243388,69,80,1.0
181436,69,69,1.0
221885,69,76,1.0
229053,69,72,1.0
219582,69,72,1.0
232894,69,72,1.0
181694,69,69,1.0
202175,69,69,1.0
213951,69,69,1.0
216255,69,76,1.0
226495,69,75,1.0
230079,69,78,1.0
237247,69,69,1.0
182207,69,69,1.0
183743,69,69,1.0
186559,69,69,1.0
213952,69,72,1.0
184512,69,69,1.0
236993,69,76,1.0
213954,69,80,1.0
216514,69,69,1.0
228546,69,72,1.0
235458,69,78,1.0
181699,69,69,1.0
214724,69,69,1.0
214980,69,69,1.0
222404,69,77,1.0
225476,69,75,1.0
234948,69,79,1.0
187076,69,69,1.0
201925,69,72,1.0
228805,69,72,1.0
229317,69,69,1.0
230598,69,77,1.0
231110,69,78,1.0
169158,69,69,1.0
207815,69,74,1.0
215239,69,69,1.0
215751,69,75,1.0
230343,69,69,1.0
239303,69,74,1.0
187591,69,69,1.0
229064,69,76,1.0
231624,69,70,1.0
227785,69,72,1.0
192201,69,69,1.0
138698,69,69,2.0
219594,69,74,1.0
223690,69,73,1.0
239050,69,71,1.0
