ID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
188524,12.0,15.0,16.0,34.0,14.0,14.0,16.0,12.0,29.0,19.0,49.0,61.0,58.0,67.0,50.0,14.0,74.0,38.0,61.0,12.0,29.0,27.0,17.0,43.0,12.0,62.0,22.0,22.0,15.0
223597,75.0,35.0,53.0,71.0,45.0,76.0,54.0,33.0,68.0,75.0,85.0,82.0,79.0,74.0,80.0,60.0,73.0,85.0,58.0,26.0,65.0,72.0,63.0,46.0,38.0,65.0,72.0,77.0,75.0
227950,48.0,41.0,75.0,70.0,55.0,53.0,56.0,50.0,71.0,72.0,66.0,67.0,56.0,79.0,76.0,69.0,75.0,71.0,76.0,43.0,80.0,81.0,39.0,34.0,61.0,78.0,71.0,72.0,84.0
50542,54.0,85.0,65.0,66.0,82.0,74.0,63.0,68.0,43.0,77.0,73.0,63.0,77.0,78.0,87.0,84.0,68.0,55.0,54.0,78.0,62.0,19.0,85.0,65.0,74.0,82.0,30.0,20.0,11.0
172143,81.0,67.0,60.0,83.0,84.0,76.0,85.0,86.0,77.0,81.0,58.0,52.0,68.0,67.0,78.0,83.0,77.0,65.0,57.0,81.0,65.0,77.0,66.0,82.0,77.0,70.0,67.0,52.0,48.0
235889,80.0,71.0,58.0,72.0,69.0,82.0,80.0,68.0,65.0,81.0,83.0,80.0,84.0,71.0,82.0,80.0,48.0,61.0,54.0,80.0,27.0,29.0,70.0,73.0,64.0,68.0,43.0,33.0,30.0
208498,50.0,81.0,75.0,72.0,72.0,76.0,74.0,66.0,63.0,75.0,74.0,76.0,77.0,72.0,71.0,75.0,89.0,81.0,78.0,65.0,39.0,19.0,80.0,64.0,76.0,66.0,22.0,37.0,27.0
183666,15.0,14.0,19.0,39.0,13.0,12.0,14.0,14.0,38.0,31.0,45.0,48.0,68.0,76.0,40.0,36.0,74.0,32.0,78.0,11.0,29.0,24.0,17.0,45.0,19.0,57.0,20.0,15.0,18.0
205427,63.0,78.0,73.0,70.0,66.0,78.0,64.0,53.0,62.0,78.0,78.0,85.0,76.0,75.0,67.0,76.0,71.0,82.0,81.0,63.0,55.0,47.0,78.0,72.0,67.0,77.0,28.0,25.0,21.0
216437,34.0,21.0,77.0,57.0,36.0,45.0,33.0,29.0,50.0,52.0,66.0,69.0,46.0,74.0,40.0,40.0,71.0,54.0,81.0,26.0,79.0,81.0,25.0,31.0,45.0,68.0,78.0,79.0,78.0
200054,68.0,50.0,70.0,77.0,60.0,74.0,56.0,62.0,79.0,76.0,64.0,66.0,68.0,69.0,63.0,74.0,72.0,76.0,75.0,65.0,71.0,76.0,60.0,78.0,59.0,76.0,72.0,78.0,77.0
206198,51.0,23.0,77.0,72.0,26.0,58.0,55.0,32.0,70.0,63.0,55.0,68.0,53.0,76.0,49.0,49.0,67.0,69.0,83.0,56.0,70.0,75.0,26.0,61.0,41.0,69.0,76.0,81.0,77.0
226166,74.0,30.0,69.0,74.0,35.0,72.0,68.0,33.0,67.0,73.0,78.0,84.0,69.0,69.0,64.0,57.0,86.0,69.0,79.0,52.0,72.0,76.0,59.0,60.0,45.0,71.0,75.0,79.0,81.0
157304,63.0,52.0,81.0,80.0,56.0,55.0,61.0,64.0,78.0,64.0,67.0,64.0,61.0,70.0,56.0,78.0,90.0,52.0,79.0,68.0,77.0,73.0,41.0,51.0,62.0,72.0,72.0,79.0,80.0
168312,75.0,38.0,68.0,76.0,60.0,75.0,69.0,44.0,72.0,75.0,77.0,85.0,75.0,76.0,75.0,68.0,75.0,76.0,69.0,60.0,76.0,75.0,74.0,68.0,48.0,78.0,76.0,76.0,75.0
212602,55.0,39.0,76.0,76.0,31.0,58.0,30.0,35.0,72.0,73.0,65.0,63.0,65.0,76.0,64.0,45.0,79.0,72.0,72.0,37.0,75.0,80.0,43.0,51.0,53.0,69.0,76.0,77.0,78.0
192123,46.0,78.0,83.0,65.0,69.0,66.0,69.0,64.0,48.0,74.0,68.0,75.0,65.0,75.0,61.0,80.0,76.0,70.0,84.0,71.0,74.0,40.0,79.0,64.0,81.0,77.0,39.0,30.0,29.0
230524,57.0,76.0,77.0,65.0,72.0,72.0,61.0,55.0,58.0,73.0,81.0,81.0,79.0,73.0,77.0,85.0,56.0,61.0,72.0,77.0,52.0,23.0,75.0,56.0,56.0,78.0,20.0,14.0,15.0
213629,58.0,44.0,69.0,78.0,54.0,74.0,58.0,58.0,72.0,78.0,67.0,67.0,68.0,72.0,68.0,72.0,79.0,84.0,77.0,66.0,76.0,72.0,58.0,74.0,60.0,74.0,80.0,78.0,74.0
187517,51.0,30.0,84.0,62.0,38.0,33.0,72.0,62.0,64.0,63.0,69.0,66.0,37.0,69.0,43.0,71.0,79.0,74.0,86.0,36.0,77.0,78.0,25.0,51.0,68.0,66.0,76.0,75.0,72.0
212096,82.0,72.0,47.0,73.0,70.0,83.0,84.0,80.0,63.0,84.0,74.0,66.0,78.0,72.0,79.0,81.0,52.0,72.0,62.0,76.0,52.0,45.0,73.0,70.0,65.0,72.0,50.0,31.0,30.0
143745,77.0,71.0,65.0,79.0,78.0,79.0,79.0,64.0,78.0,80.0,75.0,68.0,81.0,74.0,76.0,75.0,78.0,59.0,68.0,75.0,80.0,61.0,77.0,80.0,73.0,79.0,69.0,63.0,60.0
170370,76.0,61.0,55.0,81.0,69.0,78.0,77.0,72.0,77.0,79.0,74.0,68.0,74.0,76.0,81.0,72.0,66.0,78.0,65.0,73.0,72.0,67.0,73.0,75.0,59.0,73.0,70.0,69.0,69.0
183426,64.0,32.0,77.0,72.0,49.0,62.0,55.0,40.0,69.0,70.0,65.0,72.0,63.0,74.0,61.0,54.0,72.0,74.0,76.0,29.0,69.0,77.0,49.0,63.0,55.0,71.0,79.0,76.0,78.0
188802,73.0,37.0,68.0,74.0,47.0,63.0,73.0,67.0,63.0,69.0,74.0,78.0,65.0,77.0,63.0,74.0,75.0,82.0,75.0,60.0,81.0,78.0,54.0,52.0,46.0,72.0,75.0,78.0,80.0
202884,76.0,60.0,62.0,74.0,59.0,81.0,62.0,41.0,70.0,80.0,77.0,83.0,74.0,74.0,61.0,68.0,76.0,89.0,72.0,68.0,68.0,74.0,70.0,68.0,59.0,74.0,77.0,76.0,76.0
189060,49.0,41.0,76.0,67.0,37.0,62.0,32.0,61.0,62.0,66.0,65.0,67.0,68.0,76.0,64.0,69.0,80.0,68.0,80.0,53.0,74.0,80.0,63.0,65.0,65.0,73.0,74.0,79.0,77.0
193158,58.0,62.0,68.0,77.0,72.0,72.0,74.0,71.0,71.0,82.0,64.0,62.0,70.0,77.0,64.0,80.0,68.0,88.0,67.0,78.0,76.0,62.0,66.0,82.0,66.0,84.0,70.0,69.0,61.0
199559,39.0,78.0,90.0,65.0,70.0,68.0,68.0,36.0,35.0,76.0,51.0,69.0,54.0,72.0,55.0,78.0,83.0,66.0,85.0,68.0,40.0,19.0,78.0,42.0,72.0,74.0,30.0,13.0,12.0
201095,18.0,14.0,11.0,37.0,15.0,24.0,16.0,15.0,34.0,20.0,49.0,52.0,68.0,75.0,60.0,12.0,75.0,38.0,59.0,12.0,57.0,15.0,18.0,65.0,14.0,64.0,22.0,15.0,15.0
212616,76.0,68.0,50.0,78.0,57.0,83.0,80.0,68.0,72.0,81.0,78.0,74.0,78.0,72.0,72.0,78.0,58.0,70.0,68.0,79.0,56.0,28.0,75.0,75.0,70.0,76.0,24.0,44.0,40.0
158856,67.0,73.0,78.0,76.0,75.0,69.0,69.0,54.0,75.0,75.0,37.0,39.0,50.0,76.0,48.0,79.0,61.0,85.0,79.0,76.0,72.0,77.0,74.0,75.0,63.0,79.0,70.0,76.0,74.0
172937,48.0,83.0,85.0,69.0,74.0,65.0,57.0,33.0,55.0,74.0,34.0,34.0,52.0,84.0,71.0,78.0,84.0,55.0,77.0,64.0,79.0,45.0,88.0,70.0,80.0,81.0,44.0,29.0,23.0
188041,65.0,56.0,51.0,81.0,58.0,73.0,60.0,55.0,77.0,77.0,74.0,76.0,75.0,75.0,75.0,76.0,56.0,85.0,64.0,69.0,78.0,78.0,69.0,75.0,63.0,80.0,74.0,77.0,74.0
189324,11.0,17.0,16.0,33.0,12.0,17.0,15.0,18.0,35.0,17.0,58.0,56.0,35.0,69.0,43.0,20.0,68.0,35.0,63.0,14.0,35.0,22.0,16.0,50.0,41.0,61.0,13.0,13.0,12.0
191628,11.0,16.0,17.0,14.0,14.0,17.0,15.0,14.0,13.0,15.0,49.0,54.0,66.0,69.0,44.0,17.0,75.0,31.0,52.0,17.0,15.0,16.0,14.0,42.0,25.0,57.0,15.0,12.0,11.0
229261,64.0,56.0,65.0,82.0,28.0,73.0,60.0,46.0,79.0,79.0,74.0,86.0,67.0,73.0,63.0,69.0,65.0,79.0,83.0,51.0,88.0,77.0,63.0,76.0,39.0,73.0,81.0,78.0,81.0
229773,58.0,43.0,68.0,65.0,26.0,69.0,60.0,68.0,67.0,55.0,91.0,75.0,55.0,70.0,65.0,74.0,68.0,72.0,86.0,60.0,77.0,78.0,65.0,50.0,45.0,73.0,80.0,75.0,85.0
212878,49.0,80.0,77.0,65.0,69.0,68.0,67.0,66.0,59.0,76.0,70.0,68.0,62.0,74.0,75.0,82.0,82.0,69.0,88.0,72.0,78.0,37.0,78.0,58.0,86.0,74.0,40.0,30.0,19.0
213135,69.0,75.0,73.0,74.0,69.0,76.0,54.0,40.0,59.0,74.0,76.0,79.0,72.0,76.0,64.0,79.0,73.0,65.0,76.0,69.0,69.0,28.0,78.0,69.0,65.0,72.0,16.0,24.0,18.0
205201,67.0,65.0,78.0,77.0,70.0,74.0,72.0,65.0,72.0,77.0,72.0,74.0,62.0,72.0,62.0,79.0,70.0,87.0,83.0,75.0,81.0,76.0,68.0,71.0,60.0,72.0,73.0,76.0,71.0
206225,80.0,78.0,54.0,72.0,68.0,80.0,74.0,61.0,68.0,76.0,77.0,79.0,77.0,78.0,74.0,81.0,75.0,65.0,67.0,84.0,62.0,61.0,74.0,74.0,64.0,66.0,44.0,55.0,52.0
212626,40.0,80.0,78.0,61.0,76.0,68.0,65.0,29.0,44.0,74.0,71.0,77.0,65.0,77.0,60.0,79.0,70.0,74.0,77.0,63.0,82.0,29.0,81.0,58.0,72.0,63.0,58.0,39.0,17.0
216466,78.0,37.0,53.0,77.0,29.0,79.0,66.0,75.0,65.0,78.0,87.0,79.0,78.0,75.0,77.0,60.0,68.0,77.0,64.0,59.0,87.0,75.0,69.0,69.0,67.0,72.0,72.0,75.0,80.0
178322,80.0,67.0,63.0,76.0,66.0,75.0,68.0,74.0,74.0,76.0,76.0,76.0,72.0,74.0,78.0,80.0,75.0,76.0,66.0,76.0,72.0,77.0,73.0,71.0,74.0,79.0,77.0,75.0,74.0
215699,75.0,33.0,55.0,76.0,37.0,75.0,59.0,38.0,59.0,74.0,74.0,77.0,78.0,77.0,82.0,43.0,64.0,77.0,67.0,34.0,67.0,77.0,72.0,45.0,43.0,70.0,73.0,80.0,77.0
237715,48.0,80.0,76.0,70.0,72.0,74.0,68.0,42.0,34.0,76.0,75.0,77.0,69.0,74.0,76.0,74.0,75.0,72.0,74.0,62.0,60.0,14.0,80.0,56.0,68.0,72.0,36.0,20.0,18.0
139668,13.0,17.0,12.0,36.0,12.0,11.0,14.0,12.0,35.0,20.0,55.0,50.0,60.0,79.0,51.0,20.0,84.0,34.0,62.0,13.0,36.0,22.0,12.0,45.0,22.0,64.0,9.0,12.0,14.0
212886,74.0,77.0,67.0,78.0,64.0,78.0,78.0,82.0,74.0,78.0,76.0,77.0,80.0,70.0,75.0,82.0,78.0,79.0,78.0,79.0,78.0,76.0,72.0,76.0,53.0,79.0,74.0,77.0,68.0
165526,30.0,16.0,76.0,54.0,30.0,48.0,48.0,35.0,58.0,52.0,54.0,34.0,34.0,73.0,38.0,60.0,78.0,73.0,88.0,44.0,79.0,81.0,28.0,18.0,35.0,74.0,74.0,81.0,80.0
175254,59.0,72.0,75.0,72.0,75.0,72.0,66.0,68.0,59.0,77.0,69.0,71.0,61.0,78.0,67.0,84.0,75.0,54.0,90.0,68.0,80.0,43.0,82.0,61.0,73.0,70.0,32.0,44.0,47.0
199575,20.0,12.0,13.0,42.0,19.0,17.0,21.0,20.0,38.0,25.0,57.0,64.0,70.0,73.0,65.0,26.0,81.0,41.0,54.0,13.0,21.0,16.0,11.0,55.0,12.0,54.0,21.0,14.0,13.0
186521,51.0,39.0,78.0,74.0,44.0,40.0,51.0,42.0,61.0,67.0,43.0,51.0,47.0,68.0,36.0,56.0,75.0,61.0,84.0,42.0,79.0,77.0,33.0,49.0,52.0,70.0,70.0,80.0,75.0
211354,70.0,66.0,68.0,80.0,70.0,78.0,68.0,64.0,76.0,78.0,67.0,68.0,74.0,72.0,68.0,80.0,68.0,79.0,75.0,76.0,74.0,72.0,76.0,74.0,52.0,72.0,71.0,74.0,70.0
53914,55.0,30.0,77.0,70.0,44.0,49.0,55.0,31.0,66.0,60.0,40.0,51.0,45.0,72.0,61.0,69.0,81.0,50.0,77.0,54.0,79.0,77.0,48.0,39.0,55.0,76.0,78.0,77.0,76.0
190875,68.0,65.0,75.0,76.0,68.0,75.0,66.0,69.0,76.0,75.0,66.0,65.0,72.0,79.0,54.0,85.0,90.0,87.0,90.0,78.0,86.0,78.0,73.0,70.0,71.0,75.0,77.0,77.0,78.0
201884,80.0,70.0,59.0,72.0,66.0,78.0,81.0,79.0,75.0,76.0,79.0,78.0,74.0,74.0,76.0,78.0,73.0,74.0,64.0,75.0,58.0,66.0,73.0,77.0,72.0,74.0,63.0,68.0,71.0
210333,78.0,78.0,67.0,74.0,66.0,79.0,69.0,57.0,63.0,76.0,89.0,83.0,83.0,72.0,87.0,68.0,52.0,68.0,60.0,68.0,55.0,28.0,75.0,76.0,70.0,71.0,35.0,42.0,45.0
176285,28.0,46.0,79.0,60.0,30.0,43.0,33.0,38.0,59.0,55.0,55.0,65.0,54.0,77.0,40.0,70.0,72.0,64.0,81.0,53.0,83.0,78.0,42.0,44.0,55.0,67.0,75.0,77.0,78.0
201118,70.0,57.0,65.0,75.0,68.0,75.0,66.0,64.0,69.0,76.0,79.0,78.0,74.0,76.0,83.0,76.0,72.0,86.0,62.0,74.0,75.0,74.0,71.0,65.0,60.0,69.0,68.0,80.0,76.0
152993,53.0,54.0,85.0,64.0,55.0,35.0,37.0,47.0,59.0,67.0,49.0,36.0,33.0,68.0,37.0,66.0,72.0,66.0,94.0,57.0,83.0,73.0,48.0,50.0,58.0,74.0,77.0,79.0,67.0
213666,62.0,63.0,58.0,83.0,54.0,82.0,58.0,57.0,81.0,81.0,68.0,74.0,73.0,64.0,67.0,64.0,59.0,75.0,80.0,60.0,79.0,57.0,79.0,79.0,45.0,78.0,59.0,67.0,61.0
182179,11.0,20.0,72.0,50.0,20.0,52.0,23.0,39.0,54.0,54.0,61.0,67.0,54.0,70.0,54.0,61.0,83.0,63.0,92.0,37.0,74.0,78.0,19.0,34.0,46.0,76.0,80.0,80.0,78.0
134820,53.0,44.0,50.0,82.0,42.0,70.0,55.0,44.0,70.0,72.0,66.0,68.0,77.0,76.0,73.0,70.0,79.0,87.0,77.0,48.0,90.0,77.0,47.0,63.0,74.0,86.0,76.0,75.0,71.0
215716,29.0,78.0,84.0,67.0,76.0,66.0,39.0,52.0,43.0,74.0,60.0,64.0,67.0,77.0,63.0,82.0,81.0,64.0,88.0,70.0,89.0,14.0,82.0,68.0,66.0,76.0,25.0,24.0,13.0
152996,69.0,46.0,52.0,75.0,40.0,75.0,67.0,61.0,72.0,79.0,66.0,55.0,77.0,77.0,77.0,56.0,74.0,86.0,66.0,42.0,79.0,81.0,55.0,75.0,55.0,77.0,68.0,77.0,74.0
152997,64.0,79.0,79.0,73.0,71.0,70.0,67.0,66.0,65.0,83.0,68.0,62.0,72.0,74.0,79.0,71.0,81.0,69.0,75.0,67.0,68.0,33.0,81.0,74.0,79.0,77.0,31.0,32.0,34.0
224933,60.0,78.0,72.0,66.0,74.0,76.0,66.0,42.0,50.0,79.0,89.0,88.0,81.0,76.0,72.0,72.0,76.0,69.0,69.0,66.0,40.0,30.0,80.0,58.0,66.0,74.0,26.0,20.0,18.0
152999,70.0,76.0,74.0,76.0,76.0,82.0,78.0,67.0,56.0,84.0,79.0,77.0,79.0,76.0,81.0,70.0,76.0,65.0,61.0,60.0,78.0,39.0,80.0,77.0,79.0,82.0,40.0,33.0,30.0
224425,75.0,75.0,60.0,73.0,62.0,78.0,69.0,71.0,61.0,78.0,83.0,84.0,68.0,73.0,67.0,70.0,53.0,86.0,68.0,67.0,73.0,64.0,74.0,74.0,52.0,68.0,67.0,54.0,50.0
200875,51.0,84.0,78.0,66.0,73.0,65.0,57.0,49.0,46.0,75.0,61.0,63.0,68.0,72.0,62.0,78.0,77.0,78.0,79.0,67.0,71.0,35.0,82.0,71.0,63.0,71.0,59.0,35.0,24.0
199852,68.0,79.0,74.0,72.0,74.0,74.0,69.0,62.0,63.0,77.0,75.0,73.0,65.0,75.0,57.0,80.0,68.0,81.0,84.0,75.0,60.0,31.0,75.0,74.0,68.0,82.0,39.0,36.0,24.0
194222,43.0,49.0,73.0,70.0,29.0,36.0,38.0,35.0,57.0,58.0,54.0,63.0,50.0,67.0,59.0,40.0,78.0,76.0,80.0,30.0,89.0,76.0,44.0,46.0,32.0,70.0,78.0,79.0,76.0
207537,79.0,54.0,62.0,74.0,57.0,80.0,53.0,46.0,66.0,80.0,89.0,93.0,78.0,78.0,79.0,76.0,74.0,76.0,84.0,66.0,74.0,77.0,61.0,68.0,53.0,76.0,66.0,74.0,72.0
225713,66.0,83.0,58.0,68.0,69.0,80.0,52.0,38.0,48.0,81.0,85.0,88.0,79.0,71.0,78.0,78.0,67.0,66.0,66.0,63.0,47.0,22.0,83.0,65.0,67.0,62.0,36.0,24.0,17.0
230578,28.0,36.0,85.0,68.0,31.0,50.0,34.0,26.0,52.0,57.0,57.0,59.0,46.0,70.0,33.0,45.0,83.0,75.0,82.0,29.0,76.0,78.0,47.0,45.0,49.0,73.0,75.0,77.0,70.0
187570,13.0,10.0,14.0,34.0,14.0,14.0,16.0,12.0,32.0,20.0,33.0,41.0,44.0,79.0,50.0,22.0,74.0,44.0,72.0,17.0,38.0,20.0,14.0,54.0,14.0,56.0,18.0,10.0,12.0
193714,67.0,30.0,80.0,67.0,44.0,45.0,47.0,31.0,61.0,63.0,43.0,62.0,58.0,72.0,60.0,59.0,89.0,71.0,80.0,44.0,82.0,77.0,30.0,56.0,37.0,71.0,75.0,75.0,76.0
221363,67.0,75.0,59.0,78.0,76.0,74.0,66.0,62.0,74.0,78.0,66.0,65.0,70.0,76.0,58.0,77.0,70.0,82.0,75.0,80.0,68.0,72.0,76.0,77.0,55.0,78.0,64.0,59.0,52.0
224179,50.0,80.0,78.0,68.0,65.0,70.0,35.0,36.0,64.0,75.0,65.0,69.0,61.0,67.0,69.0,80.0,72.0,75.0,91.0,77.0,42.0,20.0,79.0,70.0,78.0,80.0,31.0,27.0,18.0
232883,68.0,70.0,56.0,81.0,61.0,77.0,59.0,67.0,79.0,79.0,69.0,67.0,76.0,78.0,77.0,64.0,67.0,74.0,60.0,66.0,65.0,74.0,69.0,80.0,71.0,75.0,61.0,73.0,72.0
206516,69.0,67.0,58.0,79.0,48.0,78.0,60.0,60.0,73.0,80.0,67.0,59.0,71.0,77.0,75.0,60.0,51.0,74.0,59.0,62.0,70.0,65.0,72.0,84.0,66.0,78.0,69.0,72.0,69.0
211381,69.0,68.0,35.0,75.0,70.0,86.0,71.0,63.0,66.0,86.0,84.0,79.0,89.0,68.0,84.0,71.0,34.0,67.0,40.0,65.0,47.0,19.0,72.0,75.0,69.0,69.0,16.0,40.0,32.0
226229,56.0,37.0,76.0,63.0,32.0,63.0,45.0,38.0,58.0,64.0,74.0,76.0,69.0,76.0,65.0,65.0,78.0,74.0,70.0,40.0,80.0,75.0,48.0,56.0,36.0,68.0,72.0,81.0,85.0
184501,78.0,71.0,80.0,74.0,68.0,63.0,45.0,55.0,73.0,74.0,69.0,76.0,66.0,67.0,57.0,72.0,80.0,85.0,79.0,66.0,69.0,75.0,67.0,55.0,59.0,71.0,75.0,78.0,77.0
220854,69.0,68.0,52.0,79.0,65.0,74.0,73.0,51.0,76.0,77.0,78.0,76.0,69.0,68.0,72.0,77.0,53.0,91.0,62.0,74.0,60.0,77.0,67.0,76.0,67.0,76.0,75.0,69.0,57.0
229558,47.0,39.0,71.0,72.0,21.0,59.0,32.0,28.0,66.0,64.0,73.0,85.0,61.0,67.0,62.0,44.0,86.0,61.0,88.0,24.0,81.0,75.0,35.0,56.0,39.0,68.0,68.0,84.0,75.0
188086,84.0,55.0,64.0,74.0,70.0,75.0,81.0,78.0,77.0,74.0,77.0,74.0,74.0,73.0,74.0,83.0,71.0,88.0,71.0,80.0,79.0,70.0,72.0,70.0,63.0,59.0,71.0,78.0,78.0
215223,12.0,14.0,13.0,26.0,13.0,15.0,19.0,17.0,27.0,14.0,48.0,48.0,43.0,67.0,40.0,25.0,57.0,42.0,80.0,14.0,28.0,21.0,18.0,46.0,25.0,62.0,17.0,20.0,17.0
237239,78.0,78.0,52.0,79.0,76.0,79.0,89.0,91.0,76.0,81.0,76.0,66.0,76.0,77.0,81.0,85.0,50.0,71.0,49.0,84.0,54.0,65.0,74.0,76.0,78.0,80.0,65.0,67.0,58.0
198584,39.0,45.0,81.0,61.0,63.0,61.0,35.0,55.0,66.0,68.0,63.0,69.0,51.0,69.0,30.0,76.0,68.0,82.0,94.0,58.0,80.0,71.0,37.0,41.0,62.0,73.0,76.0,78.0,76.0
204472,75.0,64.0,66.0,74.0,46.0,79.0,72.0,39.0,69.0,77.0,82.0,83.0,76.0,79.0,76.0,75.0,63.0,77.0,68.0,69.0,78.0,76.0,65.0,66.0,65.0,68.0,75.0,72.0,76.0
213432,49.0,81.0,83.0,68.0,68.0,73.0,48.0,42.0,53.0,77.0,70.0,72.0,78.0,77.0,68.0,75.0,77.0,72.0,73.0,77.0,58.0,23.0,77.0,66.0,70.0,79.0,22.0,29.0,26.0
166072,30.0,24.0,72.0,60.0,22.0,46.0,34.0,30.0,66.0,60.0,49.0,53.0,46.0,73.0,60.0,72.0,76.0,42.0,71.0,48.0,78.0,83.0,25.0,42.0,48.0,74.0,80.0,82.0,79.0
176571,75.0,73.0,75.0,76.0,64.0,78.0,74.0,57.0,69.0,79.0,75.0,75.0,86.0,77.0,81.0,75.0,89.0,84.0,69.0,74.0,78.0,52.0,78.0,74.0,71.0,74.0,49.0,60.0,57.0
183483,60.0,78.0,81.0,66.0,76.0,69.0,72.0,71.0,59.0,72.0,53.0,62.0,47.0,74.0,34.0,83.0,76.0,63.0,86.0,72.0,75.0,10.0,78.0,68.0,61.0,83.0,13.0,18.0,10.0
156092,14.0,12.0,12.0,30.0,8.0,21.0,15.0,22.0,22.0,24.0,31.0,32.0,50.0,73.0,68.0,29.0,56.0,22.0,62.0,16.0,22.0,22.0,14.0,51.0,21.0,55.0,13.0,13.0,14.0
198077,77.0,65.0,54.0,74.0,70.0,79.0,74.0,60.0,64.0,77.0,79.0,83.0,83.0,77.0,75.0,74.0,69.0,64.0,56.0,70.0,58.0,29.0,79.0,77.0,63.0,65.0,28.0,26.0,54.0
202429,78.0,39.0,70.0,74.0,52.0,73.0,64.0,49.0,70.0,74.0,77.0,84.0,68.0,75.0,61.0,65.0,81.0,79.0,80.0,55.0,72.0,73.0,67.0,64.0,40.0,65.0,74.0,77.0,73.0
203965,67.0,74.0,49.0,75.0,74.0,79.0,71.0,65.0,69.0,79.0,80.0,83.0,82.0,70.0,75.0,77.0,56.0,80.0,66.0,70.0,68.0,34.0,75.0,75.0,62.0,74.0,45.0,36.0,33.0
232381,65.0,75.0,73.0,75.0,71.0,76.0,57.0,49.0,67.0,78.0,68.0,79.0,50.0,71.0,45.0,81.0,66.0,74.0,95.0,67.0,80.0,37.0,74.0,68.0,60.0,75.0,35.0,27.0,15.0
192445,31.0,77.0,74.0,63.0,78.0,69.0,49.0,58.0,37.0,73.0,66.0,84.0,54.0,72.0,53.0,83.0,64.0,62.0,90.0,65.0,80.0,29.0,78.0,58.0,76.0,71.0,30.0,45.0,19.0
208574,79.0,64.0,48.0,64.0,68.0,83.0,79.0,75.0,59.0,80.0,89.0,84.0,77.0,76.0,72.0,77.0,66.0,74.0,74.0,69.0,65.0,41.0,74.0,72.0,64.0,77.0,33.0,34.0,47.0
207807,74.0,70.0,30.0,73.0,43.0,81.0,70.0,67.0,60.0,75.0,90.0,87.0,94.0,72.0,96.0,60.0,60.0,72.0,42.0,69.0,65.0,45.0,72.0,74.0,60.0,68.0,45.0,53.0,42.0
190143,78.0,42.0,75.0,76.0,42.0,68.0,72.0,67.0,61.0,76.0,69.0,75.0,72.0,77.0,66.0,69.0,69.0,74.0,66.0,57.0,69.0,78.0,60.0,56.0,45.0,67.0,70.0,76.0,80.0
222400,65.0,54.0,50.0,83.0,50.0,77.0,71.0,60.0,78.0,80.0,75.0,70.0,73.0,76.0,78.0,63.0,51.0,78.0,63.0,62.0,58.0,69.0,64.0,80.0,51.0,80.0,70.0,71.0,64.0
210625,76.0,44.0,65.0,72.0,39.0,71.0,62.0,38.0,65.0,74.0,90.0,92.0,78.0,69.0,72.0,66.0,78.0,90.0,82.0,44.0,74.0,71.0,72.0,68.0,35.0,71.0,69.0,76.0,74.0
201922,53.0,48.0,77.0,63.0,49.0,55.0,58.0,63.0,81.0,62.0,63.0,73.0,62.0,68.0,62.0,83.0,85.0,72.0,83.0,71.0,82.0,76.0,61.0,65.0,64.0,65.0,77.0,78.0,77.0
221634,61.0,67.0,53.0,75.0,67.0,83.0,74.0,62.0,68.0,78.0,87.0,78.0,91.0,74.0,90.0,71.0,57.0,76.0,49.0,67.0,69.0,36.0,72.0,77.0,54.0,74.0,45.0,47.0,31.0
225474,63.0,63.0,58.0,77.0,48.0,80.0,69.0,52.0,73.0,75.0,78.0,83.0,82.0,76.0,83.0,69.0,71.0,83.0,71.0,69.0,67.0,80.0,76.0,69.0,59.0,68.0,68.0,81.0,77.0
183491,47.0,34.0,77.0,70.0,40.0,46.0,30.0,26.0,62.0,63.0,62.0,68.0,59.0,71.0,55.0,61.0,74.0,66.0,82.0,30.0,85.0,75.0,46.0,65.0,27.0,71.0,76.0,78.0,74.0
186307,74.0,72.0,61.0,77.0,77.0,78.0,78.0,78.0,74.0,78.0,69.0,66.0,86.0,75.0,86.0,81.0,67.0,71.0,64.0,80.0,64.0,34.0,74.0,74.0,75.0,76.0,20.0,38.0,34.0
192708,76.0,79.0,76.0,74.0,75.0,74.0,76.0,75.0,75.0,78.0,65.0,74.0,72.0,77.0,51.0,77.0,69.0,68.0,78.0,74.0,60.0,55.0,80.0,79.0,75.0,72.0,57.0,50.0,38.0
115909,60.0,81.0,71.0,67.0,70.0,80.0,69.0,68.0,45.0,78.0,77.0,73.0,85.0,83.0,77.0,74.0,76.0,55.0,57.0,75.0,50.0,37.0,83.0,74.0,76.0,68.0,36.0,12.0,14.0
212678,77.0,55.0,56.0,73.0,54.0,73.0,75.0,70.0,74.0,74.0,77.0,79.0,76.0,73.0,72.0,69.0,69.0,89.0,65.0,59.0,68.0,73.0,65.0,73.0,62.0,74.0,74.0,76.0,77.0
189127,43.0,26.0,78.0,71.0,42.0,52.0,36.0,36.0,66.0,60.0,74.0,72.0,65.0,72.0,62.0,42.0,82.0,74.0,79.0,31.0,80.0,78.0,24.0,44.0,38.0,74.0,74.0,76.0,75.0
