ID,Name,Age,Nationality,Height,Weight,Body Type,Skill Moves,Preferred Foot,Position
232999,T. Adams,19,United States,5'9,150lbs,Normal,3.0,Right,RCM
201000,O. Zahustel,27,Czech Republic,6'2,170lbs,Lean,3.0,Right,RB
161832,Casadesús,33,Spain,5'11,174lbs,Normal,3.0,Right,ST
201257,T. Moulin,28,France,5'9,165lbs,Stocky,3.0,Right,CDM
204841,D. Riascos,32,Colombia,5'11,161lbs,Normal,3.0,Right,ST
210985,B. Osborn,23,England,5'9,165lbs,Lean,3.0,Left,LM
230441,Vieiraldo Junior,26,Brazil,5'11,174lbs,Normal,2.0,Left,LDM
220714,P. Billing,22,Denmark,6'6,176lbs,Lean,2.0,Left,LCM
220715,E. Ponce,21,Argentina,5'10,172lbs,Normal,3.0,Right,ST
236075,Enzo Merques,34,Brazil,6'2,168lbs,Normal,3.0,Left,LB
234028,Rômulo Calsede,30,Brazil,5'11,172lbs,Normal,3.0,Left,ST
236076,Marlion Simões,26,Brazil,5'11,165lbs,Normal,3.0,Left,LB
202541,Jota,27,Spain,5'11,154lbs,Lean,3.0,Left,RM
219181,Pedro Tiba,29,Portugal,5'9,152lbs,Normal,3.0,Right,LDM
199726,M. Torsiglieri,30,Argentina,6'3,170lbs,Normal,2.0,Left,LCB
137774,D. Maietta,35,Italy,6'0,165lbs,Normal,2.0,Right,LCB
223278,E. Özgenç,33,Turkey,5'10,157lbs,Normal,3.0,Right,RB
227886,D. Buitrago,27,Colombia,5'10,165lbs,Normal,3.0,Left,LAM
232238,C. Peralta,28,Colombia,5'10,174lbs,Normal,3.0,Right,ST
121134,A. Walke,35,Germany,6'2,194lbs,Stocky,1.0,Right,GK
209711,R. Thelander,26,Denmark,6'3,192lbs,Normal,2.0,Right,CB
222511,E. Unsain,23,Argentina,6'2,183lbs,Normal,1.0,Right,GK
228144,Jorge Pombo,24,Spain,5'8,172lbs,Stocky,3.0,Right,RS
230448,Porphirinho,30,Brazil,5'10,157lbs,Normal,2.0,Right,LDM
192816,L. Cabrera,26,Uruguay,6'2,176lbs,Normal,2.0,Left,LCB
204337,G. Núñez,30,Argentina,5'11,179lbs,Normal,3.0,Left,LM
223537,E. Berggreen,25,Denmark,6'4,196lbs,Normal,2.0,Right,ST
190769,E. Lamanna,28,Italy,6'2,176lbs,Normal,1.0,Right,GK
201266,K. Kusk,26,Denmark,5'11,148lbs,Lean,3.0,Left,RM
186674,R. Espinoza,31,Honduras,5'11,170lbs,Normal,3.0,Left,RCM
202547,J. Bahebeck,25,France,6'0,168lbs,Normal,3.0,Right,ST
152883,C. Marshall,33,United States,6'4,190lbs,Stocky,2.0,Left,LCB
222515,Z. Ferhat,25,Algeria,5'11,154lbs,Normal,4.0,Right,RM
196916,M. Pack,27,England,6'2,163lbs,Normal,3.0,Right,LCM
198196,P. Lasogga,26,Germany,6'2,194lbs,Stocky,2.0,Right,ST
225844,D. Verde,22,Italy,5'6,141lbs,Normal,4.0,Left,LW
230452,Alessinito,34,Brazil,6'0,172lbs,Normal,2.0,Right,RDM
209973,J. Nsame,25,Cameroon,6'2,194lbs,Normal,3.0,Right,ST
213813,A. Fransson,24,Sweden,5'11,163lbs,Lean,3.0,Right,RCM
176693,J. Babin,31,France,5'11,196lbs,Stocky,2.0,Right,LCB
225591,L. Suárez,22,Argentina,5'6,132lbs,Lean,4.0,Left,RM
170039,R. Shotton,29,England,6'3,185lbs,Normal,3.0,Right,RB
218936,Rafa Soares,23,Portugal,5'10,157lbs,Normal,3.0,Left,LB
226616,J. Galván,26,Argentina,5'10,152lbs,Normal,2.0,Right,CB
193336,V. Belec,28,Slovenia,6'4,205lbs,Normal,1.0,Right,GK
211513,T. Lawrence,24,Wales,5'11,165lbs,Lean,4.0,Right,LM
221753,M. Sobottka,24,Germany,6'1,165lbs,Lean,2.0,Right,CDM
224057,A. Farías,30,Argentina,5'10,154lbs,Lean,2.0,Right,RCM
233529,F. Gaibor,26,Ecuador,5'10,165lbs,Normal,3.0,Right,RDM
241721,Rafael Leão,19,Portugal,6'2,179lbs,Normal,4.0,Right,ST
180281,Fernandinho,32,Brazil,5'7,148lbs,Normal,4.0,Left,LM
51257,P. Crouch,37,England,6'7,165lbs,Normal,2.0,Right,ST
227642,S. Adegbenro,22,Nigeria,5'10,165lbs,Normal,3.0,Right,LW
202811,E. Martínez,25,Argentina,6'4,187lbs,Normal,1.0,Right,GK
206651,Roberto Torres,29,Spain,5'10,159lbs,Normal,3.0,Right,CAM
240699,N. De la Cruz,21,Uruguay,5'6,143lbs,Lean,3.0,Right,CAM
190779,Rúben Micael,31,Portugal,5'9,154lbs,Normal,3.0,Right,CM
191547,S. Koroki,31,Japan,5'9,159lbs,Lean,3.0,Right,LS
139836,C. Medjani,33,Algeria,6'0,170lbs,Normal,2.0,Right,RDM
211260,M. Makola,32,South Africa,5'8,154lbs,Normal,3.0,Right,LCM
216380,D. Sinkgraven,22,Netherlands,5'10,143lbs,Lean,4.0,Left,LB
226108,F. Romagna,21,Italy,6'1,165lbs,Normal,2.0,Right,RCB
186684,Kiko Olivas,29,Spain,6'2,183lbs,Normal,2.0,Right,RCB
203581,I. Balliu,26,Albania,5'8,139lbs,Normal,3.0,Right,RB
210237,T. Pledl,24,Germany,5'8,159lbs,Normal,3.0,Right,RM
230461,Leordinho Paes,30,Brazil,5'11,152lbs,Lean,3.0,Left,LAM
231485,A. Tuanzebe,20,England,6'1,159lbs,Normal,3.0,Right,RCB
186941,R. Wolf,30,Germany,6'3,190lbs,Normal,1.0,Right,GK
205630,L. Abecasis,28,Argentina,5'9,161lbs,Normal,3.0,Right,RB
240190,P. Kunde Malong,22,Cameroon,5'11,174lbs,Stocky,3.0,Right,CDM
202559,Y. Orozco,27,Venezuela,5'6,161lbs,Normal,3.0,Right,LW
232255,A. Bouzat,24,Argentina,5'7,159lbs,Normal,3.0,Left,RW
237631,L. Mothiba,22,South Africa,6'0,168lbs,Lean,3.0,Right,ST
211265,A. Rojas,32,Argentina,5'9,181lbs,Normal,3.0,Left,LDM
213313,R. Walter,23,France,5'9,161lbs,Normal,3.0,Left,CM
169281,S. Gakpé,31,Togo,5'10,174lbs,Lean,3.0,Right,RM
199490,Joselu,27,Spain,5'9,161lbs,Stocky,3.0,Right,ST
138306,Angulo,34,Spain,5'11,170lbs,Normal,3.0,Left,LS
226626,Ricardo Valente,27,Portugal,5'11,168lbs,Normal,4.0,Right,LM
236610,M. Kean,18,Italy,6'0,174lbs,Lean,3.0,Right,ST
207683,S. Dioudis,25,Greece,6'2,176lbs,Normal,1.0,Right,GK
149571,S. Pellissier,39,Italy,5'9,168lbs,Normal,3.0,Right,ST
202052,B. Afobe,25,DR Congo,6'0,172lbs,Normal,3.0,Right,ST
201285,C. Gytkjær,28,Denmark,6'1,170lbs,Normal,3.0,Right,ST
213317,Kim Jin Su,26,Korea Republic,5'10,148lbs,Normal,3.0,Left,LB
213829,A. Cerri,22,Italy,6'4,201lbs,Normal,3.0,Right,ST
203590,F. Hübner,27,Germany,6'4,185lbs,Lean,2.0,Right,LCB
209990,R. Strebinger,25,Austria,6'4,198lbs,Normal,1.0,Right,GK
223046,A. Çalık,24,Turkey,6'0,170lbs,Normal,2.0,Right,CB
165190,J. Ledley,31,Wales,6'0,161lbs,Normal,2.0,Left,CDM
234822,A. Mobara,24,South Africa,5'9,152lbs,Lean,3.0,Right,RB
155463,V. Găman,29,Romania,6'3,181lbs,Lean,2.0,Right,RCB
182343,Hao Junmin,31,China PR,5'10,172lbs,Normal,3.0,Right,LCM
206152,L. Aued,31,Argentina,6'0,179lbs,Normal,3.0,Left,LCM
149064,C. Molinaro,34,Italy,6'0,181lbs,Normal,3.0,Left,LB
214601,S. Medina,26,Colombia,5'11,152lbs,Normal,3.0,Right,RWB
224841,K. Diks,21,Netherlands,6'1,154lbs,Lean,3.0,Right,RB
167753,A. Büyük,30,Turkey,5'10,172lbs,Stocky,3.0,Right,LM
198474,Guitián,27,Spain,5'11,152lbs,Normal,2.0,Right,CB
200778,C. Christie,25,Republic of Ireland,6'2,172lbs,Normal,3.0,Right,RCM
201290,R. Žulj,26,Austria,6'2,196lbs,Lean,3.0,Right,CF
223818,João Afonso,28,Portugal,6'2,185lbs,Normal,2.0,Right,CB
213323,S. Decarli,26,Switzerland,6'2,181lbs,Lean,2.0,Right,CB
155979,R. McCormack,31,Scotland,5'9,163lbs,Stocky,3.0,Right,LS
232523,B. Trawally,23,Gambia,6'1,154lbs,Lean,3.0,Right,LS
178251,R. Danzé,31,France,6'0,161lbs,Lean,3.0,Right,RB
226380,Hwang Hee Chan,22,Korea Republic,5'10,170lbs,Normal,3.0,Right,ST
215373,S. Coopman,23,Belgium,6'0,154lbs,Lean,3.0,Right,CAM
219469,S. Perica,22,Croatia,6'4,176lbs,Lean,3.0,Right,ST
223053,A. Mena,30,Ecuador,5'6,148lbs,Lean,3.0,Left,RW
211022,Rubén García,24,Spain,5'7,159lbs,Normal,3.0,Left,LM
230478,Jairinhazo,30,Brazil,5'7,137lbs,Lean,4.0,Right,RAM
234574,Diogo Dalot,19,Portugal,6'0,157lbs,Normal,3.0,Right,RB
190542,Pedro Sánchez,31,Spain,5'9,163lbs,Normal,3.0,Right,RM
198479,P. Arajuuri,30,Finland,6'4,203lbs,Normal,2.0,Right,RCB
199247,Álex Fernández,25,Spain,5'11,150lbs,Lean,3.0,Right,CAM
230479,Jessé Ledeiro,30,Brazil,5'9,161lbs,Normal,3.0,Right,CAM
189263,T. Torun,28,Turkey,5'9,159lbs,Normal,3.0,Right,CAM
219216,J. Windass,24,England,5'9,150lbs,Normal,3.0,Right,CAM
224336,T. Romanczuk,26,Poland,6'1,161lbs,Normal,2.0,Left,LDM
234832,K. Pedersen,23,Denmark,6'3,183lbs,Normal,2.0,Left,LB
201041,L. Carole,27,France,6'0,172lbs,Normal,3.0,Left,LWB
208977,F. Al Muwallad,23,Saudi Arabia,5'7,150lbs,Lean,3.0,Right,LM
204370,S. van de Streek,25,Netherlands,6'0,163lbs,Normal,3.0,Right,CAM
210258,Renato Santos,26,Portugal,5'9,154lbs,Lean,4.0,Right,RM
153938,Àngel Rangel,35,Spain,5'10,181lbs,Normal,3.0,Right,RB
234578,L. Reyes,27,Mexico,5'11,146lbs,Lean,3.0,Left,LB
243538,K. Letica,21,Croatia,6'7,212lbs,Normal,1.0,Right,GK
52306,C. Brunt,33,Northern Ireland,6'1,185lbs,Normal,3.0,Left,CM
227667,I. Mbenza,22,Belgium,6'2,170lbs,Normal,3.0,Right,ST
228179,A. Castro,23,Argentina,6'0,157lbs,Lean,3.0,Left,LM
185427,O. Nyland,27,Norway,6'4,198lbs,Normal,1.0,Right,GK
188499,M. Iori,36,Italy,6'0,159lbs,Normal,2.0,Right,CM
203604,D. Pavelka,27,Czech Republic,6'1,163lbs,Lean,3.0,Right,LCM
163156,R. Keogh,31,Republic of Ireland,6'2,192lbs,Normal,2.0,Right,RCB
230484,Adrián Burnabão,34,Brazil,5'9,161lbs,Normal,4.0,Right,LAM
187988,F. Sammaritano,32,France,5'4,141lbs,Stocky,3.0,Right,LM
202069,J. Fernández,30,Argentina,5'7,148lbs,Normal,3.0,Left,LM
223573,Munir,29,Morocco,6'3,196lbs,Normal,1.0,Right,GK
214358,J. Nieto,25,Colombia,5'10,163lbs,Normal,3.0,Right,RCM
221014,Carlos Fernández,22,Spain,6'1,159lbs,Lean,3.0,Left,LS
232278,S. Mosquera,23,Colombia,5'6,185lbs,Normal,3.0,Right,LM
187478,J. Pereira,31,Mexico,6'0,179lbs,Normal,2.0,Right,RCB
230231,Jorge Carvallinho,34,Brazil,6'2,176lbs,Normal,2.0,Left,RCB
180823,R. Řezník,29,Czech Republic,6'0,176lbs,Normal,3.0,Right,RCB
179544,Y. Mulumbu,31,DR Congo,5'9,168lbs,Normal,3.0,Right,CDM
189272,A. Esswein,28,Germany,6'0,187lbs,Normal,3.0,Right,RM
222041,L. Boyé,22,Argentina,5'11,176lbs,Normal,3.0,Right,LM
210010,J. van Overeem,24,Netherlands,5'11,157lbs,Normal,3.0,Right,CDM
225114,M. Mahi,24,Morocco,5'11,152lbs,Normal,4.0,Right,ST
233306,D. Henderson,21,England,6'3,187lbs,Lean,1.0,Right,GK
188762,I. Lewczuk,33,Poland,6'2,187lbs,Normal,2.0,Right,CB
191066,F. Kroos,27,Germany,6'0,172lbs,Normal,3.0,Right,LCM
202331,F. Quignon,25,Argentina,5'10,165lbs,Normal,3.0,Left,LCM
188763,D. N'Dinga,30,Congo,5'11,154lbs,Normal,2.0,Right,CDM
192091,Welinton,29,Brazil,5'11,179lbs,Stocky,2.0,Right,CB
209756,L. Jiménez,29,Colombia,6'1,170lbs,Normal,2.0,Right,LCB
211292,N. Mushekwi,30,Zimbabwe,6'2,179lbs,Stocky,2.0,Left,ST
238940,J. Jugas,26,Czech Republic,6'2,194lbs,Normal,2.0,Right,CB
199517,Claiton,33,Brazil,6'2,174lbs,Lean,2.0,Right,LCB
190557,G. Zusi,31,United States,5'10,159lbs,Normal,3.0,Right,RB
219998,J. Mauri,22,Italy,5'7,143lbs,Normal,3.0,Right,CM
215135,L. Sigali,31,Argentina,5'11,159lbs,Normal,2.0,Right,RCB
215391,I. Seck,28,Senegal,6'4,194lbs,Normal,2.0,Left,CDM
225887,D. Gonzo,22,Paraguay,5'9,161lbs,Normal,3.0,Right,RM
241247,Su Boyang,29,China PR,6'1,163lbs,Normal,1.0,Right,GK
199776,L. Caldirola,27,Italy,6'2,174lbs,Lean,2.0,Left,CB
203872,G. Hauche,31,Argentina,5'6,161lbs,Normal,4.0,Right,LM
209504,B. Hrgota,25,Sweden,6'1,165lbs,Lean,3.0,Left,ST
210784,D. Morales,31,Argentina,5'8,152lbs,Normal,4.0,Right,CAM
176992,M. Milligan,32,Australia,5'10,172lbs,Normal,2.0,Right,LCB
189536,D. Čop,28,Croatia,6'0,161lbs,Lean,3.0,Right,ST
214369,A. Andrade,29,Colombia,5'10,157lbs,Normal,3.0,Right,LCM
220513,F. Ricci,24,Italy,5'9,139lbs,Normal,3.0,Left,LW
231777,A. Ömür,19,Turkey,5'6,148lbs,Normal,3.0,Left,RM
176481,M. Erdinç,31,Turkey,5'11,185lbs,Normal,3.0,Right,ST
232546,D. Zabala,26,Uruguay,5'8,141lbs,Stocky,3.0,Right,RM
233314,R. Canouse,23,United States,5'10,168lbs,Stocky,2.0,Right,RDM
199779,A. Hoffmann,25,Germany,6'3,185lbs,Normal,2.0,Right,CB
203875,J. Mattheij,25,Netherlands,6'3,185lbs,Normal,2.0,Right,RCB
223332,M. Sprocati,24,Italy,5'8,165lbs,Normal,3.0,Right,LW
167524,J. Torres Nilo,30,Mexico,5'11,172lbs,Normal,3.0,Left,LCB
187492,D. Kombarov,31,Russia,6'0,159lbs,Normal,4.0,Left,LB
199781,R. Métanire,28,Madagascar,5'10,163lbs,Normal,3.0,Right,RB
210533,João Schmidt,25,Brazil,6'0,181lbs,Lean,3.0,Left,LCM
218981,H. Palacios,25,Colombia,5'9,165lbs,Normal,2.0,Right,RB
158309,Gao Lin,32,China PR,6'1,165lbs,Normal,3.0,Right,ST
181349,A. Gerndt,31,Sweden,6'0,176lbs,Normal,3.0,Left,LS
239718,H. Bandé,19,Burkina Faso,5'10,150lbs,Normal,3.0,Right,LW
52326,E. Jakupović,33,Switzerland,6'3,187lbs,Normal,1.0,Right,GK
184422,L. Ardente,36,Argentina,6'2,179lbs,Normal,1.0,Right,GK
211815,S. Koç,29,Germany,5'10,176lbs,Normal,3.0,Right,RM
203368,E. Andersen,25,Norway,5'11,161lbs,Normal,3.0,Right,LM
215144,E. Insúa,27,Argentina,6'0,181lbs,Normal,3.0,Left,LB
219496,Simy,26,Nigeria,6'6,185lbs,Lean,2.0,Right,ST
189288,G. Angella,29,Italy,6'2,174lbs,Lean,2.0,Right,CB
207465,Felipe,27,Brazil,5'7,150lbs,Normal,3.0,Right,RCM
223593,J. Correa,25,Argentina,6'2,187lbs,Normal,3.0,Right,ST
48745,F. Coloccini,36,Argentina,6'0,183lbs,Normal,2.0,Right,CB
190569,S. Frei,32,United States,6'3,194lbs,Normal,1.0,Right,GK
173162,F. Ceravolo,31,Italy,5'11,161lbs,Normal,3.0,Right,ST
239210,F. Eboa Eboa,21,Cameroon,6'1,176lbs,Normal,2.0,Right,CB
237419,A. Abedzadeh,25,Iran,6'1,176lbs,Normal,1.0,Right,GK
213613,S. Gustafson,23,Sweden,6'1,172lbs,Normal,3.0,Left,RCM
222573,A. Tello,21,Colombia,5'11,176lbs,Normal,3.0,Right,RCM
178029,O. Hurmacı,31,Turkey,5'9,154lbs,Lean,3.0,Right,LM
188269,R. Gutiérrez,35,Chile,5'10,168lbs,Stocky,3.0,Right,ST
205934,N. Murru,23,Italy,5'11,141lbs,Lean,3.0,Left,LB
212591,W. Zimmerman,25,United States,6'3,196lbs,Normal,2.0,Right,LCB
224367,G. Lanaro,32,Argentina,6'1,185lbs,Stocky,2.0,Right,RCB
192367,I. Canuto,32,Argentina,5'11,181lbs,Stocky,2.0,Right,RCB
29552,S. Nakamura,40,Japan,5'10,157lbs,Lean,3.0,Left,CAM
185200,Vasco Fernandes,31,Portugal,6'0,168lbs,Normal,2.0,Right,LCB
205425,Luís Leal,31,São Tomé & Príncipe,5'9,154lbs,Stocky,3.0,Right,ST
142705,M. González,37,Argentina,5'9,176lbs,Stocky,4.0,Right,LM
214129,J. Barreiro,24,Colombia,6'2,172lbs,Lean,2.0,Right,CB
230257,Clayton Fildeiras,34,Brazil,5'8,152lbs,Normal,3.0,Right,RAM
236401,N. Mazraoui,20,Morocco,6'0,137lbs,Lean,3.0,Right,RB
200818,Bruno Uvini,27,Brazil,6'1,185lbs,Normal,2.0,Left,RCB
213106,R. Sigurjónsson,28,Iceland,5'10,183lbs,Normal,3.0,Right,CM
217714,P. Arriola,23,United States,5'6,143lbs,Normal,3.0,Right,RM
226162,E. Buendía,21,Argentina,5'7,143lbs,Stocky,3.0,Right,RM
163186,G. Gillet,34,Belgium,6'1,174lbs,Normal,3.0,Right,CDM
246386,B. Méndez,18,Uruguay,5'10,170lbs,Stocky,2.0,Right,RCB
192114,A. Briseño,24,Mexico,6'1,165lbs,Normal,2.0,Right,RCB
213619,S. Sáez,33,Argentina,5'9,187lbs,Normal,3.0,Right,ST
215155,F. Zuqui,26,Argentina,5'7,143lbs,Normal,3.0,Right,RM
163187,R. Lamah,30,Belgium,5'9,157lbs,Lean,3.0,Left,LM
230516,Paulao Junqueiras,30,Brazil,6'4,212lbs,Stocky,3.0,Right,ST
234100,G. Escobar,21,Argentina,5'7,154lbs,Normal,3.0,Left,LB
239732,S. Żurkowski,20,Poland,6'1,170lbs,Normal,3.0,Right,LCM
185204,Diego Ângelo,32,Brazil,6'4,185lbs,Normal,2.0,Left,LCB
189300,M. Johansson,26,Sweden,5'9,146lbs,Lean,3.0,Right,RB
202101,O. John,26,Netherlands,5'10,159lbs,Normal,4.0,Right,LM
207733,Filipe Augusto,24,Brazil,6'0,176lbs,Normal,3.0,Left,CDM
215157,F. Lértora,27,Argentina,5'9,161lbs,Normal,2.0,Right,CDM
229749,A. Barboza,23,Argentina,6'4,194lbs,Lean,2.0,Left,LCB
205686,T. Savanier,26,France,5'7,137lbs,Normal,3.0,Right,LCM
215414,Daniel Guimarães,31,Brazil,6'2,161lbs,Lean,1.0,Right,GK
219510,E. Ofori,23,Ghana,5'8,154lbs,Normal,2.0,Left,CM
234870,E. Karaca,28,Turkey,5'5,123lbs,Lean,3.0,Right,RM
183414,D. Di Gennaro,30,Italy,5'11,159lbs,Lean,3.0,Left,CM
198264,B. Ketkeophomphone,28,France,5'11,157lbs,Lean,4.0,Right,RM
210296,A. Henríquez,24,Chile,5'9,161lbs,Normal,3.0,Right,ST
215160,F. Angileri,24,Argentina,6'0,185lbs,Normal,3.0,Left,LB
177528,A. Matri,33,Italy,6'0,176lbs,Normal,3.0,Right,ST
214393,D. Banguero,28,Colombia,6'1,174lbs,Normal,3.0,Left,LB
230521,Nilsito Vilela,30,Brazil,5'11,157lbs,Lean,3.0,Right,ST
178297,Canella,30,Spain,5'10,161lbs,Normal,2.0,Left,LB
186745,M. Pérez García,33,Argentina,5'5,150lbs,Stocky,4.0,Left,LM
199290,A. Khubulov,27,Russia,5'11,163lbs,Normal,3.0,Right,RM
178042,A. Costa,32,Italy,6'0,161lbs,Lean,2.0,Left,RCB
202107,A. Morales,28,United States,6'0,170lbs,Normal,3.0,Right,CM
208251,S. Longo,26,Italy,6'1,172lbs,Lean,3.0,Right,ST
234875,L. Höler,23,Germany,6'0,176lbs,Normal,3.0,Right,ST
173179,Torrejón,32,Spain,6'2,194lbs,Stocky,2.0,Right,CB
189819,Rogerinho,31,Brazil,5'9,154lbs,Lean,3.0,Right,CAM
221820,Zhang Xizhe,27,China PR,5'11,152lbs,Lean,3.0,Right,RF
186748,Vítor Gomes,30,Portugal,6'0,179lbs,Normal,3.0,Right,RCM
188540,R. van La Parra,27,Netherlands,5'11,159lbs,Normal,4.0,Right,LM
193148,V. Le Goff,28,France,5'10,150lbs,Lean,3.0,Left,LB
207997,Albentosa,29,Spain,6'4,196lbs,Normal,2.0,Right,CB
220029,S. Khaoui,23,Tunisia,6'0,150lbs,Lean,3.0,Left,CAM
168317,H. Goitom,33,Eritrea,6'2,187lbs,Normal,3.0,Right,LS
16254,T. Howard,39,United States,6'3,194lbs,Normal,1.0,Right,GK
164478,C. Obasi,32,Nigeria,6'2,174lbs,Lean,3.0,Right,ST
234622,G. Fofana,25,France,6'0,170lbs,Lean,3.0,Right,CDM
203903,L. Andersen,23,Denmark,6'1,161lbs,Lean,4.0,Right,LS
210303,D. Linsmayer,26,Germany,6'0,174lbs,Normal,2.0,Left,RDM
211327,M. Goicoechea,30,Uruguay,6'1,181lbs,Normal,1.0,Right,GK
216191,Dankler,26,Brazil,6'1,179lbs,Stocky,2.0,Right,RCB
221311,J. Arango,27,Colombia,5'11,181lbs,Lean,4.0,Right,LS
223615,C. Chimino,30,Argentina,5'10,159lbs,Normal,2.0,Right,RB
225151,A. Traoré,23,Mali,5'11,159lbs,Lean,3.0,Left,CM
161663,S. Viera,35,Uruguay,6'0,190lbs,Normal,1.0,Right,GK
184703,L. Montes,32,Mexico,5'5,148lbs,Normal,3.0,Left,CAM
215168,J. Garro,25,Argentina,5'10,157lbs,Lean,3.0,Right,LM
233600,A. Warda,24,Egypt,5'10,170lbs,Normal,3.0,Right,RM
172672,Varela,33,Portugal,5'10,174lbs,Normal,3.0,Right,LM
239744,M. Cuisance,18,France,5'11,161lbs,Normal,4.0,Left,CM
191104,J. Mercier,38,Argentina,6'1,172lbs,Normal,3.0,Right,RDM
133249,E. Hallfreðsson,34,Iceland,6'1,190lbs,Normal,3.0,Left,LCM
199809,T. Sušić,26,Bosnia Herzegovina,6'1,183lbs,Normal,4.0,Left,LCM
203393,E. Gnahoré,24,France,6'2,194lbs,Normal,3.0,Right,LDM
177537,N. Bertolo,32,Argentina,5'10,165lbs,Normal,3.0,Right,LM
192129,K. Nordfeldt,29,Sweden,6'3,187lbs,Normal,1.0,Right,GK
194945,R. Varga,28,Hungary,6'0,174lbs,Lean,3.0,Right,RW
207746,S. Yago,25,Burkina Faso,5'11,170lbs,Normal,3.0,Right,RB
230530,Hugo Rubiães,34,Brazil,5'9,165lbs,Normal,2.0,Right,CDM
204163,J. Okore,25,Denmark,6'0,176lbs,Stocky,2.0,Right,RCB
223875,Y. Bammou,26,Morocco,6'2,172lbs,Lean,3.0,Right,ST
246403,B. Caicedo,26,Ecuador,5'11,159lbs,Lean,3.0,Left,LB
224900,A. Silbeira,22,Paraguay,6'3,207lbs,Lean,1.0,Right,GK
201093,N. Powell,24,England,6'0,143lbs,Lean,3.0,Right,CAM
187013,O. Alanís,29,Mexico,6'1,165lbs,Lean,2.0,Left,CB
230278,Carleto Costinha,26,Brazil,5'9,152lbs,Lean,3.0,Right,RCM
173703,R. Williams,29,Australia,6'1,172lbs,Normal,2.0,Right,LCB
192647,G. Charbonnier,29,France,6'2,176lbs,Lean,3.0,Right,ST
204936,J. Egan,25,Republic of Ireland,6'2,165lbs,Normal,2.0,Right,CB
221832,L. Olaza,23,Uruguay,5'9,163lbs,Normal,3.0,Left,LB
200073,M. Kosanović,28,Serbia,6'3,187lbs,Normal,2.0,Left,CB
215177,F. Cerro,30,Argentina,5'10,165lbs,Normal,3.0,Right,CM
163209,S. Naismith,31,Scotland,5'10,159lbs,Normal,3.0,Right,CAM
230281,Mauro Riboas,26,Brazil,5'9,165lbs,Normal,3.0,Right,RAM
204682,Rafael Lopes,26,Portugal,6'1,174lbs,Normal,3.0,Right,ST
146059,David García,36,Spain,6'0,176lbs,Stocky,2.0,Right,RCB
219787,A. Mosquera,28,Colombia,5'11,172lbs,Normal,2.0,Right,CB
228747,O. Idrissi,22,Netherlands,6'0,172lbs,Normal,4.0,Right,LW
182411,Yu Hanchao,31,China PR,5'10,143lbs,Normal,3.0,Left,LM
200588,Hong Jeong Ho,28,Korea Republic,6'2,170lbs,Lean,2.0,Right,RCB
193420,M. Schmiedebach,29,Germany,5'7,154lbs,Normal,3.0,Right,CDM
208015,S. Badji,28,Senegal,5'11,165lbs,Normal,2.0,Right,RDM
214671,R. Gómez,25,Argentina,5'5,141lbs,Normal,3.0,Right,LM
240271,D. Limnios,20,Greece,5'11,157lbs,Lean,3.0,Right,RM
186511,René,34,Spain,6'1,174lbs,Normal,1.0,Right,GK
220048,S. Scuffet,22,Italy,6'3,172lbs,Lean,1.0,Right,GK
221584,J. Rinne,25,Sweden,6'2,179lbs,Normal,1.0,Left,GK
237456,L. Agbenyenu,21,Ghana,5'9,154lbs,Normal,2.0,Left,LB
238224,Marcão,24,Brazil,6'5,192lbs,Stocky,3.0,Right,ST
197777,J. Sala,26,Italy,5'11,165lbs,Lean,3.0,Right,RB
199313,A. Bamba,28,Ivory Coast,6'0,159lbs,Lean,2.0,Right,RWB
210321,R. Quioto,26,Honduras,5'11,172lbs,Normal,3.0,Right,LM
230289,Santi da Bruma,34,Brazil,5'8,148lbs,Lean,3.0,Right,ST
235410,Y. En-Nesyri,21,Morocco,6'4,172lbs,Lean,3.0,Left,LS
192658,S. Jung,28,Germany,5'10,159lbs,Normal,3.0,Right,RB
201363,R. Matos,25,Brazil,6'0,174lbs,Lean,3.0,Right,RW
230291,Thiago Alminxa,26,Brazil,6'0,157lbs,Lean,3.0,Right,ST
231571,J. Lucumi,23,Colombia,5'10,139lbs,Lean,3.0,Right,LM
183955,T. Chevalier,31,France,5'10,176lbs,Normal,3.0,Right,LS
192660,S. Polter,27,Germany,6'3,205lbs,Normal,3.0,Right,ST
201877,M. Møller Dæhli,23,Norway,5'10,157lbs,Lean,3.0,Right,LM
208277,O. Boumal,28,Cameroon,6'0,148lbs,Normal,3.0,Left,RM
49045,K. Boyd,34,Scotland,6'1,183lbs,Stocky,2.0,Right,ST
193429,Douglas,27,Brazil,5'7,132lbs,Normal,3.0,Right,RB
229526,M. Malyshev,25,Ukraine,5'11,168lbs,Normal,3.0,Right,CDM
235926,M. Zaracho,20,Argentina,5'7,141lbs,Normal,3.0,Right,RM
244374,M. Shaparenko,19,Ukraine,5'10,159lbs,Lean,3.0,Right,CAM
190870,J. Boye,31,Ghana,6'0,161lbs,Normal,2.0,Right,LCB
193686,V. Regini,27,Italy,6'1,174lbs,Lean,2.0,Left,LB
224151,H. Martín,25,Mexico,5'10,161lbs,Normal,3.0,Right,ST
203672,C. Galano,27,Italy,5'7,152lbs,Normal,3.0,Left,RS
230296,Cristian Lodeira,26,Brazil,5'8,146lbs,Lean,3.0,Right,ST
212889,Josué Sá,26,Portugal,6'2,172lbs,Lean,3.0,Right,CB
