ID,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
186748,6.0,15.0,9.0,15.0,7.0
188540,16.0,14.0,11.0,16.0,12.0
193148,6.0,11.0,7.0,16.0,8.0
207997,12.0,15.0,11.0,12.0,11.0
220029,12.0,14.0,11.0,14.0,9.0
168317,16.0,10.0,14.0,6.0,11.0
16254,72.0,73.0,72.0,72.0,70.0
164478,7.0,10.0,12.0,11.0,13.0
234622,7.0,14.0,13.0,11.0,5.0
203903,14.0,8.0,8.0,15.0,6.0
210303,14.0,15.0,14.0,14.0,14.0
211327,71.0,72.0,71.0,70.0,72.0
216191,7.0,11.0,11.0,11.0,14.0
221311,12.0,6.0,7.0,6.0,9.0
223615,12.0,13.0,15.0,11.0,6.0
225151,8.0,11.0,9.0,9.0,13.0
161663,71.0,70.0,67.0,71.0,74.0
184703,7.0,8.0,11.0,9.0,11.0
215168,11.0,11.0,16.0,7.0,7.0
233600,13.0,7.0,12.0,8.0,11.0
172672,10.0,13.0,13.0,15.0,7.0
239744,9.0,14.0,11.0,8.0,15.0
191104,14.0,11.0,12.0,10.0,15.0
133249,7.0,8.0,13.0,8.0,14.0
199809,15.0,16.0,15.0,15.0,9.0
203393,13.0,9.0,10.0,9.0,13.0
177537,6.0,16.0,6.0,9.0,13.0
192129,71.0,66.0,66.0,74.0,76.0
194945,15.0,13.0,9.0,11.0,10.0
207746,7.0,14.0,8.0,14.0,10.0
230530,9.0,15.0,18.0,8.0,8.0
204163,9.0,15.0,16.0,15.0,15.0
223875,10.0,15.0,11.0,7.0,10.0
246403,11.0,9.0,13.0,10.0,14.0
224900,71.0,70.0,62.0,70.0,72.0
201093,15.0,13.0,7.0,14.0,12.0
187013,6.0,12.0,10.0,16.0,11.0
230278,8.0,14.0,11.0,14.0,9.0
173703,13.0,10.0,8.0,10.0,11.0
192647,11.0,13.0,11.0,8.0,16.0
204936,15.0,10.0,9.0,8.0,6.0
221832,8.0,14.0,11.0,11.0,12.0
200073,8.0,12.0,6.0,10.0,10.0
215177,6.0,15.0,11.0,11.0,14.0
163209,12.0,11.0,8.0,9.0,16.0
230281,8.0,10.0,7.0,10.0,11.0
204682,7.0,12.0,11.0,15.0,12.0
146059,10.0,15.0,14.0,14.0,7.0
219787,7.0,13.0,6.0,7.0,6.0
228747,15.0,16.0,8.0,10.0,16.0
182411,16.0,10.0,15.0,8.0,16.0
200588,6.0,9.0,14.0,11.0,10.0
193420,15.0,11.0,9.0,15.0,12.0
208015,16.0,13.0,9.0,12.0,13.0
214671,14.0,15.0,10.0,15.0,7.0
240271,15.0,8.0,7.0,12.0,5.0
186511,78.0,70.0,66.0,70.0,71.0
220048,72.0,68.0,60.0,70.0,80.0
221584,72.0,68.0,72.0,69.0,75.0
237456,6.0,12.0,7.0,10.0,5.0
238224,5.0,7.0,7.0,8.0,5.0
197777,10.0,12.0,8.0,5.0,5.0
199313,14.0,13.0,8.0,7.0,8.0
210321,9.0,7.0,8.0,14.0,13.0
230289,15.0,13.0,12.0,10.0,11.0
235410,13.0,9.0,14.0,9.0,13.0
192658,11.0,10.0,8.0,8.0,12.0
201363,12.0,7.0,7.0,7.0,11.0
230291,16.0,14.0,12.0,7.0,7.0
231571,5.0,13.0,12.0,9.0,8.0
183955,7.0,8.0,16.0,16.0,15.0
192660,6.0,14.0,13.0,8.0,12.0
201877,6.0,12.0,10.0,7.0,9.0
208277,14.0,10.0,7.0,16.0,11.0
49045,9.0,11.0,8.0,14.0,7.0
193429,9.0,12.0,16.0,15.0,13.0
229526,13.0,14.0,12.0,14.0,8.0
235926,8.0,14.0,12.0,6.0,9.0
244374,13.0,6.0,12.0,14.0,13.0
190870,15.0,9.0,6.0,6.0,6.0
193686,8.0,8.0,11.0,14.0,10.0
224151,9.0,10.0,11.0,9.0,12.0
203672,8.0,13.0,11.0,5.0,13.0
230296,8.0,7.0,15.0,7.0,9.0
212889,16.0,11.0,11.0,13.0,16.0
215193,10.0,8.0,14.0,10.0,9.0
224921,9.0,14.0,14.0,8.0,8.0
233113,12.0,9.0,10.0,8.0,12.0
235673,14.0,11.0,15.0,11.0,7.0
205210,12.0,10.0,7.0,10.0,15.0
223898,72.0,73.0,70.0,74.0,74.0
230298,9.0,13.0,7.0,9.0,8.0
183706,12.0,11.0,14.0,11.0,14.0
227227,7.0,13.0,15.0,16.0,13.0
235163,7.0,6.0,9.0,8.0,14.0
234396,11.0,11.0,6.0,5.0,14.0
181404,11.0,12.0,12.0,13.0,7.0
206493,9.0,11.0,15.0,16.0,9.0
214685,13.0,15.0,10.0,8.0,9.0
215965,9.0,12.0,9.0,15.0,13.0
244381,11.0,14.0,6.0,7.0,11.0
205726,10.0,15.0,10.0,8.0,11.0
230302,13.0,13.0,14.0,13.0,18.0
189342,74.0,70.0,58.0,74.0,76.0
193182,73.0,69.0,72.0,69.0,76.0
202399,13.0,16.0,9.0,12.0,7.0
225951,8.0,9.0,14.0,8.0,16.0
233119,5.0,8.0,10.0,14.0,8.0
225696,13.0,11.0,8.0,9.0,7.0
204193,15.0,13.0,11.0,13.0,6.0
205985,11.0,16.0,11.0,12.0,8.0
229537,14.0,14.0,12.0,10.0,10.0
234913,12.0,13.0,13.0,12.0,6.0
245665,8.0,15.0,15.0,13.0,8.0
189857,14.0,13.0,10.0,12.0,9.0
190113,70.0,69.0,68.0,75.0,74.0
201122,8.0,8.0,9.0,7.0,7.0
223138,15.0,7.0,13.0,13.0,12.0
229026,9.0,16.0,14.0,11.0,15.0
240034,6.0,12.0,10.0,8.0,15.0
227235,8.0,9.0,14.0,15.0,15.0
201380,13.0,13.0,15.0,11.0,10.0
214436,13.0,9.0,15.0,15.0,15.0
221860,9.0,10.0,12.0,12.0,11.0
225701,74.0,66.0,68.0,69.0,71.0
162981,11.0,6.0,11.0,16.0,10.0
237221,8.0,15.0,7.0,14.0,9.0
190629,7.0,7.0,8.0,7.0,16.0
239782,9.0,7.0,13.0,8.0,7.0
188070,14.0,9.0,9.0,10.0,6.0
197031,6.0,12.0,7.0,12.0,16.0
158375,10.0,7.0,7.0,11.0,15.0
237223,10.0,6.0,7.0,13.0,10.0
188071,15.0,15.0,16.0,8.0,13.0
190887,9.0,11.0,6.0,8.0,12.0
235176,8.0,7.0,6.0,7.0,9.0
190633,12.0,14.0,12.0,9.0,8.0
6826,7.0,13.0,9.0,7.0,12.0
142762,7.0,11.0,6.0,6.0,14.0
221610,73.0,67.0,70.0,70.0,74.0
203435,16.0,8.0,10.0,15.0,9.0
210603,13.0,15.0,14.0,9.0,8.0
200108,11.0,15.0,16.0,9.0,16.0
207788,12.0,15.0,8.0,15.0,10.0
215212,72.0,70.0,73.0,69.0,74.0
224428,14.0,8.0,15.0,12.0,10.0
205998,14.0,14.0,13.0,15.0,11.0
214190,72.0,75.0,59.0,69.0,72.0
241070,10.0,9.0,12.0,11.0,14.0
209839,9.0,12.0,12.0,11.0,11.0
215215,7.0,13.0,10.0,9.0,9.0
182959,68.0,69.0,74.0,70.0,75.0
202416,15.0,12.0,10.0,14.0,9.0
209840,16.0,8.0,15.0,9.0,9.0
225456,14.0,12.0,16.0,9.0,14.0
102064,13.0,11.0,10.0,12.0,8.0
204977,11.0,14.0,11.0,14.0,15.0
212401,10.0,14.0,9.0,15.0,9.0
213937,15.0,14.0,12.0,15.0,8.0
179633,14.0,13.0,12.0,15.0,13.0
198067,15.0,14.0,13.0,11.0,6.0
208564,13.0,16.0,7.0,15.0,13.0
220084,11.0,6.0,7.0,5.0,13.0
229556,8.0,14.0,9.0,13.0,14.0
183220,8.0,13.0,6.0,12.0,8.0
214965,11.0,13.0,10.0,13.0,11.0
171189,6.0,14.0,6.0,9.0,11.0
202678,6.0,8.0,7.0,15.0,8.0
206006,16.0,12.0,9.0,9.0,14.0
206518,14.0,7.0,10.0,14.0,15.0
223926,8.0,7.0,9.0,7.0,8.0
234935,8.0,14.0,11.0,15.0,9.0
224440,75.0,66.0,71.0,70.0,75.0
188600,14.0,14.0,8.0,15.0,10.0
199353,16.0,15.0,10.0,16.0,11.0
234426,8.0,8.0,8.0,10.0,5.0
201403,7.0,16.0,7.0,9.0,14.0
226747,15.0,12.0,15.0,15.0,15.0
234171,7.0,5.0,11.0,14.0,9.0
236987,8.0,12.0,8.0,6.0,11.0
204476,11.0,13.0,15.0,8.0,10.0
227772,13.0,16.0,8.0,12.0,13.0
166844,11.0,6.0,8.0,11.0,15.0
241084,10.0,13.0,13.0,14.0,14.0
193468,15.0,15.0,16.0,8.0,7.0
199101,72.0,74.0,61.0,72.0,71.0
214717,14.0,9.0,10.0,15.0,14.0
163261,11.0,8.0,9.0,9.0,8.0
230333,10.0,15.0,9.0,9.0,12.0
140222,9.0,8.0,15.0,16.0,9.0
214718,14.0,12.0,8.0,11.0,6.0
220862,15.0,7.0,14.0,13.0,14.0
189118,6.0,8.0,8.0,9.0,16.0
210879,12.0,11.0,6.0,6.0,6.0
188607,10.0,6.0,9.0,16.0,14.0
158144,14.0,14.0,9.0,13.0,10.0
236480,12.0,8.0,8.0,12.0,8.0
207553,13.0,12.0,10.0,13.0,14.0
143809,14.0,10.0,12.0,16.0,6.0
204226,7.0,13.0,9.0,12.0,9.0
152514,13.0,13.0,14.0,16.0,12.0
218050,15.0,14.0,8.0,13.0,12.0
200387,13.0,16.0,12.0,12.0,14.0
18115,16.0,7.0,16.0,14.0,8.0
213445,14.0,12.0,7.0,12.0,12.0
223685,11.0,13.0,9.0,14.0,14.0
230341,7.0,10.0,13.0,9.0,15.0
239301,6.0,14.0,13.0,14.0,8.0
184518,12.0,7.0,14.0,9.0,12.0
214727,8.0,9.0,11.0,8.0,15.0
236999,10.0,7.0,12.0,13.0,8.0
212680,13.0,12.0,7.0,11.0,8.0
216520,10.0,10.0,7.0,13.0,10.0
230344,10.0,9.0,13.0,7.0,8.0
213705,16.0,12.0,13.0,13.0,15.0
230857,14.0,15.0,7.0,12.0,6.0
143306,72.0,74.0,46.0,76.0,74.0
193226,9.0,10.0,6.0,14.0,7.0
216523,3.0,3.0,3.0,3.0,3.0
225995,7.0,8.0,11.0,11.0,7.0
182731,7.0,15.0,14.0,12.0,6.0
187339,10.0,14.0,11.0,11.0,6.0
148684,74.0,58.0,71.0,73.0,79.0
214988,14.0,11.0,15.0,9.0,10.0
204493,13.0,12.0,8.0,8.0,15.0
146637,71.0,67.0,69.0,71.0,77.0
234701,12.0,11.0,11.0,9.0,12.0
210126,15.0,10.0,12.0,7.0,10.0
190670,9.0,9.0,6.0,7.0,11.0
223695,10.0,14.0,13.0,14.0,15.0
229071,11.0,11.0,10.0,10.0,16.0
232655,6.0,9.0,13.0,5.0,11.0
229584,13.0,11.0,10.0,11.0,8.0
237520,11.0,11.0,9.0,11.0,7.0
242384,12.0,6.0,6.0,11.0,12.0
190416,10.0,12.0,6.0,10.0,10.0
223697,7.0,16.0,15.0,16.0,10.0
183249,13.0,13.0,12.0,8.0,11.0
184273,10.0,11.0,7.0,16.0,9.0
184274,14.0,15.0,6.0,7.0,6.0
212947,14.0,12.0,8.0,14.0,14.0
213203,10.0,14.0,10.0,8.0,13.0
214483,7.0,7.0,8.0,6.0,11.0
217813,72.0,66.0,63.0,73.0,75.0
230869,72.0,73.0,62.0,74.0,72.0
200918,6.0,14.0,8.0,9.0,9.0
215254,11.0,11.0,8.0,9.0,10.0
226518,11.0,8.0,8.0,11.0,10.0
233943,12.0,10.0,7.0,6.0,8.0
203736,6.0,14.0,15.0,10.0,16.0
231640,6.0,8.0,6.0,11.0,12.0
199897,6.0,13.0,13.0,10.0,9.0
213209,12.0,7.0,12.0,8.0,7.0
176345,72.0,70.0,65.0,72.0,71.0
183769,12.0,14.0,14.0,8.0,7.0
199386,7.0,16.0,6.0,11.0,11.0
204250,11.0,15.0,10.0,9.0,16.0
206042,10.0,13.0,7.0,14.0,7.0
176346,13.0,14.0,11.0,15.0,16.0
216283,10.0,11.0,15.0,10.0,12.0
238555,7.0,13.0,6.0,15.0,12.0
186331,7.0,11.0,7.0,11.0,9.0
189403,11.0,6.0,14.0,9.0,11.0
209372,8.0,9.0,9.0,13.0,9.0
176348,7.0,6.0,7.0,12.0,11.0
189148,16.0,16.0,16.0,11.0,15.0
192732,6.0,15.0,8.0,10.0,6.0
213725,15.0,8.0,8.0,14.0,13.0
217565,12.0,12.0,11.0,9.0,8.0
222429,9.0,12.0,11.0,13.0,7.0
220638,6.0,11.0,12.0,11.0,13.0
223198,12.0,13.0,16.0,8.0,10.0
231390,13.0,15.0,7.0,6.0,9.0
183518,14.0,10.0,15.0,15.0,6.0
190430,9.0,8.0,11.0,7.0,14.0
200159,74.0,66.0,74.0,69.0,77.0
155871,69.0,71.0,68.0,74.0,73.0
242143,12.0,12.0,5.0,13.0,14.0
194015,7.0,13.0,12.0,15.0,16.0
183520,11.0,11.0,8.0,6.0,10.0
145889,11.0,12.0,16.0,10.0,14.0
229857,10.0,6.0,8.0,11.0,13.0
194017,11.0,9.0,16.0,12.0,6.0
199651,16.0,10.0,13.0,11.0,11.0
208099,7.0,11.0,15.0,16.0,6.0
221923,7.0,13.0,6.0,9.0,15.0
224739,13.0,9.0,7.0,15.0,11.0
216036,9.0,13.0,7.0,14.0,11.0
32740,66.0,76.0,68.0,78.0,67.0
153062,6.0,16.0,13.0,12.0,16.0
243686,5.0,12.0,6.0,5.0,8.0
193254,16.0,8.0,6.0,8.0,15.0
201447,6.0,14.0,13.0,7.0,9.0
208615,8.0,14.0,12.0,11.0,8.0
240359,7.0,13.0,14.0,13.0,15.0
242664,9.0,6.0,9.0,12.0,12.0
177896,12.0,8.0,8.0,12.0,6.0
207593,7.0,10.0,8.0,10.0,8.0
238569,7.0,6.0,6.0,9.0,13.0
202986,15.0,10.0,12.0,15.0,11.0
227562,13.0,12.0,13.0,10.0,15.0
201707,9.0,13.0,7.0,9.0,6.0
233195,6.0,8.0,8.0,12.0,7.0
182763,6.0,12.0,8.0,12.0,7.0
206316,10.0,15.0,14.0,8.0,9.0
208364,10.0,10.0,7.0,10.0,10.0
169708,10.0,7.0,12.0,11.0,10.0
185068,12.0,16.0,8.0,12.0,7.0
216814,12.0,11.0,6.0,8.0,11.0
199663,16.0,14.0,13.0,11.0,12.0
202223,13.0,8.0,8.0,13.0,6.0
229359,11.0,10.0,15.0,14.0,13.0
231919,12.0,8.0,7.0,8.0,8.0
196848,12.0,13.0,8.0,13.0,14.0
188400,72.0,72.0,67.0,69.0,75.0
198641,7.0,7.0,6.0,5.0,11.0
205553,12.0,10.0,10.0,9.0,10.0
177137,8.0,14.0,12.0,14.0,7.0
178417,12.0,10.0,13.0,11.0,7.0
207858,11.0,12.0,13.0,9.0,11.0
167666,74.0,68.0,72.0,72.0,73.0
178418,9.0,5.0,4.0,6.0,4.0
189938,8.0,8.0,7.0,16.0,10.0
214515,10.0,9.0,15.0,12.0,9.0
214771,8.0,13.0,9.0,9.0,9.0
237043,8.0,14.0,13.0,13.0,14.0
241907,11.0,14.0,15.0,14.0,13.0
193267,11.0,15.0,15.0,12.0,13.0
198900,14.0,6.0,15.0,8.0,12.0
199412,10.0,6.0,7.0,10.0,8.0
214004,16.0,10.0,15.0,8.0,11.0
236532,9.0,6.0,15.0,8.0,6.0
212469,9.0,13.0,14.0,13.0,6.0
164853,72.0,69.0,77.0,70.0,71.0
204278,15.0,12.0,7.0,8.0,11.0
221174,8.0,13.0,6.0,15.0,14.0
230390,8.0,7.0,9.0,10.0,10.0
152567,22.0,22.0,28.0,24.0,23.0
198904,9.0,9.0,11.0,12.0,8.0
204280,15.0,11.0,12.0,13.0,10.0
101880,73.0,70.0,60.0,72.0,74.0
235512,15.0,10.0,7.0,14.0,11.0
232441,71.0,72.0,75.0,70.0,70.0
199674,8.0,6.0,13.0,12.0,16.0
205818,15.0,12.0,11.0,7.0,15.0
213498,7.0,14.0,8.0,6.0,12.0
217082,12.0,9.0,10.0,10.0,12.0
221434,6.0,10.0,14.0,13.0,14.0
224506,13.0,14.0,6.0,12.0,11.0
202491,11.0,10.0,11.0,9.0,11.0
167931,73.0,69.0,76.0,71.0,74.0
178171,12.0,15.0,6.0,12.0,11.0
198908,8.0,5.0,15.0,5.0,15.0
208892,10.0,9.0,15.0,16.0,13.0
215292,11.0,12.0,7.0,6.0,10.0
217852,7.0,9.0,12.0,8.0,7.0
189436,8.0,9.0,11.0,9.0,10.0
193276,7.0,7.0,7.0,12.0,9.0
228093,11.0,13.0,14.0,9.0,15.0
167933,10.0,16.0,15.0,15.0,12.0
172285,13.0,13.0,13.0,13.0,10.0
54013,10.0,12.0,16.0,16.0,9.0
188157,12.0,7.0,14.0,10.0,16.0
215294,14.0,12.0,9.0,13.0,7.0
233982,14.0,11.0,11.0,11.0,11.0
171774,10.0,10.0,14.0,11.0,16.0
193278,9.0,15.0,7.0,12.0,14.0
220671,9.0,9.0,14.0,10.0,7.0
192767,10.0,16.0,11.0,9.0,15.0
210688,9.0,14.0,7.0,7.0,15.0
222464,70.0,69.0,66.0,74.0,71.0
230400,14.0,16.0,9.0,7.0,10.0
179712,6.0,6.0,9.0,16.0,7.0
204289,7.0,11.0,14.0,10.0,15.0
160770,7.0,6.0,6.0,10.0,16.0
239106,12.0,10.0,7.0,10.0,8.0
188674,8.0,8.0,14.0,7.0,10.0
213763,14.0,15.0,8.0,14.0,14.0
224003,71.0,72.0,70.0,68.0,70.0
180739,73.0,65.0,71.0,67.0,77.0
201220,15.0,7.0,6.0,10.0,15.0
215556,12.0,7.0,13.0,15.0,13.0
232708,15.0,14.0,10.0,15.0,9.0
186116,11.0,16.0,15.0,14.0,13.0
216325,70.0,71.0,69.0,67.0,75.0
225541,6.0,14.0,12.0,7.0,11.0
168965,71.0,70.0,73.0,70.0,70.0
176389,70.0,66.0,78.0,69.0,72.0
199174,7.0,13.0,13.0,11.0,15.0
221702,16.0,11.0,12.0,12.0,7.0
228614,8.0,8.0,10.0,12.0,8.0
201991,13.0,10.0,14.0,11.0,10.0
212231,12.0,9.0,12.0,7.0,11.0
223495,7.0,12.0,13.0,10.0,14.0
230407,12.0,8.0,9.0,8.0,12.0
233223,14.0,9.0,6.0,15.0,15.0
223240,13.0,16.0,11.0,7.0,12.0
224520,9.0,8.0,6.0,13.0,7.0
229896,11.0,6.0,10.0,12.0,13.0
241672,13.0,11.0,6.0,10.0,15.0
188168,11.0,13.0,15.0,6.0,12.0
200713,14.0,10.0,15.0,13.0,6.0
177673,8.0,11.0,11.0,8.0,11.0
49161,6.0,14.0,10.0,12.0,6.0
223498,16.0,15.0,6.0,16.0,9.0
211723,13.0,7.0,11.0,6.0,15.0
222987,11.0,15.0,8.0,7.0,9.0
223243,8.0,16.0,13.0,16.0,8.0
50955,13.0,14.0,12.0,10.0,13.0
216076,6.0,6.0,9.0,9.0,10.0
200461,10.0,14.0,6.0,7.0,9.0
215309,6.0,13.0,13.0,13.0,15.0
181006,9.0,14.0,15.0,7.0,12.0
207887,16.0,11.0,12.0,9.0,14.0
143119,8.0,12.0,12.0,15.0,14.0
224271,9.0,10.0,9.0,7.0,8.0
36111,9.0,15.0,13.0,11.0,11.0
16,9.0,12.0,13.0,11.0,11.0
230672,9.0,7.0,13.0,10.0,8.0
178448,5.0,13.0,13.0,8.0,9.0
245520,14.0,6.0,11.0,9.0,11.0
203537,11.0,8.0,7.0,8.0,12.0
205585,14.0,9.0,15.0,10.0,9.0
184337,11.0,12.0,13.0,16.0,15.0
208914,10.0,8.0,7.0,11.0,10.0
189459,6.0,8.0,14.0,9.0,13.0
177684,13.0,8.0,9.0,12.0,8.0
235029,7.0,6.0,11.0,6.0,11.0
188949,15.0,5.0,14.0,14.0,8.0
199191,9.0,8.0,11.0,13.0,9.0
139799,13.0,11.0,13.0,7.0,15.0
199960,14.0,8.0,12.0,12.0,7.0
201240,13.0,13.0,15.0,11.0,13.0
168984,12.0,11.0,14.0,10.0,13.0
235544,14.0,13.0,8.0,14.0,8.0
188696,15.0,13.0,14.0,11.0,6.0
164633,13.0,12.0,11.0,16.0,8.0
230681,11.0,14.0,6.0,7.0,13.0
240409,15.0,6.0,14.0,10.0,13.0
243993,10.0,14.0,10.0,12.0,10.0
169498,10.0,15.0,15.0,12.0,15.0
235290,8.0,8.0,7.0,14.0,6.0
192026,8.0,7.0,15.0,13.0,14.0
209691,9.0,7.0,12.0,14.0,6.0
214299,9.0,8.0,9.0,16.0,8.0
215067,16.0,6.0,9.0,8.0,9.0
228124,8.0,11.0,15.0,6.0,8.0
229404,10.0,11.0,11.0,10.0,15.0
167452,11.0,14.0,9.0,8.0,14.0
186140,14.0,12.0,11.0,11.0,7.0
192540,12.0,13.0,7.0,15.0,8.0
206109,9.0,5.0,10.0,9.0,5.0
211741,8.0,14.0,12.0,8.0,10.0
238621,5.0,9.0,6.0,6.0,12.0
245021,11.0,13.0,11.0,8.0,6.0
138782,10.0,16.0,7.0,10.0,9.0
204830,6.0,7.0,13.0,10.0,7.0
205086,16.0,14.0,14.0,10.0,10.0
202271,10.0,9.0,12.0,11.0,16.0
34079,14.0,7.0,14.0,6.0,6.0
232223,8.0,12.0,8.0,13.0,10.0
175391,8.0,6.0,6.0,10.0,15.0
196896,11.0,10.0,15.0,12.0,7.0
204320,11.0,9.0,12.0,11.0,14.0
139296,14.0,15.0,14.0,14.0,13.0
159520,66.0,72.0,62.0,79.0,70.0
202017,14.0,13.0,10.0,11.0,11.0
205857,13.0,12.0,6.0,10.0,10.0
213537,9.0,6.0,15.0,9.0,10.0
214817,13.0,10.0,11.0,11.0,13.0
235041,7.0,6.0,6.0,14.0,14.0
205858,14.0,12.0,13.0,8.0,13.0
209698,12.0,11.0,9.0,6.0,9.0
227106,7.0,7.0,8.0,8.0,12.0
227362,7.0,10.0,7.0,13.0,13.0
233250,14.0,5.0,8.0,8.0,8.0
235554,8.0,8.0,7.0,12.0,14.0
194082,11.0,16.0,16.0,9.0,11.0
157219,6.0,14.0,16.0,10.0,9.0
163619,11.0,6.0,11.0,11.0,14.0
229155,7.0,12.0,13.0,7.0,12.0
177955,11.0,11.0,14.0,6.0,6.0
54051,15.0,11.0,8.0,10.0,15.0
210724,7.0,10.0,12.0,16.0,11.0
212260,9.0,15.0,10.0,7.0,6.0
235812,10.0,5.0,13.0,12.0,9.0
195620,13.0,13.0,6.0,11.0,9.0
222501,14.0,9.0,15.0,10.0,15.0
226085,76.0,68.0,67.0,66.0,72.0
230181,13.0,10.0,16.0,9.0,13.0
244261,9.0,12.0,12.0,5.0,6.0
219174,14.0,16.0,15.0,8.0,12.0
220198,9.0,15.0,16.0,10.0,8.0
232230,15.0,7.0,8.0,8.0,6.0
178470,13.0,7.0,13.0,10.0,14.0
187942,6.0,13.0,14.0,8.0,7.0
157479,10.0,12.0,16.0,12.0,14.0
231207,6.0,11.0,10.0,8.0,7.0
232487,9.0,13.0,7.0,11.0,5.0
236071,10.0,14.0,13.0,15.0,18.0
207657,8.0,10.0,9.0,9.0,8.0
185129,72.0,64.0,67.0,68.0,75.0
194089,14.0,12.0,6.0,12.0,16.0
201514,12.0,12.0,7.0,8.0,8.0
214570,15.0,15.0,10.0,11.0,7.0
219690,8.0,12.0,7.0,8.0,13.0
202283,16.0,10.0,8.0,10.0,14.0
106795,71.0,68.0,60.0,71.0,72.0
125995,9.0,16.0,13.0,11.0,9.0
219180,11.0,7.0,12.0,13.0,13.0
230188,12.0,8.0,11.0,10.0,11.0
239148,11.0,14.0,11.0,9.0,11.0
244268,14.0,7.0,14.0,6.0,10.0
189228,15.0,7.0,13.0,6.0,7.0
226093,16.0,13.0,12.0,15.0,9.0
193581,7.0,7.0,10.0,7.0,14.0
138798,70.0,67.0,75.0,71.0,72.0
148526,73.0,67.0,71.0,66.0,72.0
215086,71.0,70.0,69.0,70.0,73.0
217646,73.0,68.0,75.0,70.0,76.0
176942,12.0,7.0,8.0,13.0,10.0
218415,11.0,9.0,14.0,13.0,13.0
215344,11.0,15.0,14.0,14.0,12.0
184624,10.0,8.0,14.0,11.0,10.0
196913,9.0,16.0,15.0,10.0,7.0
234033,9.0,11.0,5.0,12.0,12.0
237105,8.0,14.0,11.0,8.0,15.0
186161,11.0,16.0,8.0,8.0,6.0
198194,12.0,12.0,7.0,11.0,6.0
227890,14.0,7.0,8.0,9.0,15.0
240690,10.0,6.0,9.0,5.0,8.0
189490,16.0,6.0,10.0,15.0,13.0
205363,7.0,10.0,5.0,5.0,10.0
214323,13.0,9.0,11.0,7.0,7.0
213556,11.0,10.0,7.0,8.0,8.0
190516,14.0,12.0,10.0,16.0,8.0
207669,16.0,10.0,10.0,7.0,12.0
191541,10.0,13.0,16.0,15.0,16.0
193333,11.0,9.0,11.0,6.0,11.0
213302,15.0,12.0,11.0,9.0,14.0
227638,15.0,11.0,14.0,10.0,14.0
192310,11.0,12.0,12.0,9.0,10.0
198455,13.0,16.0,6.0,16.0,16.0
222775,9.0,11.0,7.0,12.0,12.0
181559,6.0,7.0,9.0,11.0,15.0
193847,14.0,11.0,7.0,16.0,9.0
196151,6.0,16.0,9.0,14.0,8.0
241464,11.0,13.0,13.0,13.0,9.0
241720,11.0,7.0,13.0,14.0,8.0
241976,71.0,70.0,68.0,72.0,71.0
185144,15.0,10.0,7.0,11.0,16.0
192824,7.0,6.0,7.0,10.0,11.0
201529,9.0,15.0,13.0,6.0,7.0
206649,15.0,14.0,10.0,6.0,11.0
171321,7.0,6.0,11.0,6.0,11.0
183353,14.0,8.0,10.0,13.0,12.0
194361,13.0,7.0,16.0,9.0,12.0
198970,6.0,13.0,12.0,9.0,8.0
212282,13.0,13.0,10.0,8.0,12.0
191034,15.0,14.0,8.0,12.0,11.0
204347,7.0,15.0,10.0,7.0,9.0
211515,73.0,61.0,63.0,71.0,76.0
229435,10.0,12.0,10.0,13.0,11.0
230459,11.0,9.0,8.0,8.0,10.0
233531,13.0,7.0,9.0,13.0,6.0
171067,15.0,15.0,9.0,13.0,8.0
156988,5.0,15.0,14.0,6.0,7.0
229948,13.0,8.0,10.0,10.0,14.0
175932,13.0,14.0,14.0,12.0,13.0
216381,13.0,7.0,14.0,16.0,11.0
156221,8.0,13.0,16.0,12.0,8.0
223293,12.0,8.0,11.0,14.0,7.0
223550,72.0,68.0,69.0,68.0,73.0
240702,14.0,15.0,13.0,7.0,13.0
197439,76.0,63.0,70.0,65.0,76.0
203327,9.0,5.0,7.0,11.0,14.0
215615,10.0,8.0,15.0,7.0,7.0
231231,7.0,11.0,14.0,15.0,7.0
204352,10.0,13.0,14.0,13.0,6.0
208960,7.0,16.0,11.0,7.0,9.0
232512,15.0,10.0,9.0,11.0,13.0
190528,11.0,12.0,14.0,11.0,14.0
209473,11.0,16.0,8.0,7.0,6.0
209729,10.0,9.0,13.0,14.0,12.0
223297,10.0,15.0,12.0,14.0,15.0
205122,72.0,69.0,61.0,73.0,72.0
211522,13.0,9.0,9.0,10.0,15.0
150594,8.0,9.0,8.0,15.0,7.0
206147,10.0,8.0,12.0,10.0,13.0
156227,10.0,8.0,10.0,13.0,10.0
156483,71.0,68.0,75.0,64.0,75.0
184387,13.0,14.0,11.0,14.0,12.0
224836,70.0,69.0,77.0,70.0,71.0
172100,7.0,14.0,6.0,7.0,12.0
231493,7.0,12.0,7.0,6.0,12.0
233029,6.0,12.0,10.0,13.0,13.0
172613,16.0,14.0,15.0,12.0,14.0
187205,11.0,9.0,7.0,9.0,8.0
199750,8.0,6.0,12.0,9.0,8.0
222022,10.0,16.0,10.0,11.0,7.0
243270,7.0,13.0,8.0,7.0,8.0
200519,12.0,6.0,10.0,10.0,7.0
207943,9.0,9.0,11.0,8.0,9.0
215111,15.0,7.0,9.0,7.0,7.0
225863,8.0,7.0,14.0,8.0,12.0
165191,13.0,16.0,16.0,16.0,13.0
186695,11.0,11.0,7.0,11.0,12.0
