id,name,original_name,overview,first_air_date
2710,It's Always Sunny in Philadelphia,It's Always Sunny in Philadelphia,"Four egocentric friends who run a neighborhood Irish pub in Philadelphia try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.",2005-08-04
89247,Batwoman,Batwoman,"Kate Kane, armed with a passion for social justice and a flair for speaking her mind, soars onto the streets of Gotham as Batwoman, an out lesbian and highly trained street fighter primed to snuff out the failing city's criminal resurgence. But don't call her a hero yet. In a city desperate for a savior, Kate must overcome her own demons before embracing the call to be Gotham's symbol of hope",2019-10-06
1400,Seinfeld,Seinfeld,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989-07-05
2661,Kamen Rider,仮面ライダ,A Japanese anthology series centered around a man who transforms into a bug-themed superhero.,1971-04-03
42009,Black Mirror,Black Mirror,"A contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world. 

Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",2011-12-04
46260,Naruto,ナルト,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!",2002-10-03
764,Midsomer Murders,Midsomer Murders,"The peacefulness of the Midsomer community is shattered by violent crimes, suspects are placed under suspicion, and it is up to a veteran DCI and his young sergeant to calmly and diligently eliminate the innocent and ruthlessly pursue the guilty. ",1997-03-23
1405,Dexter,Dexter,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",2006-10-01
39340,2 Broke Girls,2 Broke Girls,"Comedy about the unlikely friendship that develops between two very different young women who meet waitressing at a diner in trendy Williamsburg, Brooklyn, and form a bond over one day owning their own successful cupcake business. Only one thing stands in their way – they’re broke.",2011-09-19
4629,Stargate SG-1,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",1997-07-27
32692,Blue Bloods,Blue Bloods,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",2010-09-24
1695,Monk,Monk,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",2002-07-12
1620,CSI: Miami,CSI: Miami,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",2002-09-23
37971,Der Alte,Der Alte,"A police department, lead by an older, experienced detective solve crimes together.",1977-04-11
32651,Interns,Интерны,"Medical sitcom Ivan Okhlobystin about doctors who still do not know how to treat, but know how to make people laugh. The main characters of the sitcom - four interns. They always get into stupid situations, and their leader Dr. Bykov pleasure of watching this",2010-03-29
97642,Haikyuu!!: Riku vs Kuu,Haikyuu!!: Riku vs Kuu,,2020-01-10
1972,Battlestar Galactica,Battlestar Galactica,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",2004-10-18
3452,Frasier,Frasier,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",1993-09-16
60574,Peaky Blinders,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013-09-12
1667,Saturday Night Live,Saturday Night Live,"A late-night live television sketch comedy and variety show created by Lorne Michaels. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory and newer cast members. Each episode is hosted by a celebrity guest, who usually delivers an opening monologue and performs in sketches with the cast, and features performances by a musical guest.",1975-10-11
93975,TharnType: The Series,เกลียดนักมาเป็นที่รักกันซะดีๆ,"Type is a dark, tall and handsome freshmen. Although he’s a warm boy, he is homophobic because he was molested by a man as a child. His life turns up side down when the new year of college brings along a very interesting person in his life, a gay roommate, Than. Than, is a very handsome music major with fair skin and mixed features. He is also openly gay. With a gay guy and a guy who hates gay men, that have to share a small space together for the rest of the year — what can possibly be the outcome of their story? Hatred? Or maybe love?",2019-10-07
1338,Alarm for Cobra 11: The Motorway Police,Alarm für Cobra 11 – Die Autobahnpolizei,"Alarm für Cobra 11 – Die Autobahnpolizei is a long-running, popular German television series about a two-man team of highway police, originally set in Berlin and later in North Rhine-Westphalia. The series has been broadcast in countries worldwide.

Ihr Revier ist die Autobahn (Their precinct is the autobahn)

Ihr Tempo ist mörderisch (They work at break-neck speed)

Ihre Gegner: Autoschieber, Mörder und Erpresser (They're up against car thieves, burglars, and extortionists)

Einsatz rund um die Uhr für die Männer von Cobra 11 (They're on call around the clock: the men of Cobra 11)

Unsere Sicherheit ist ihr Job (Our safety is their job).",1996-03-12
34307,Shameless,Shameless,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011-01-09
62286,Fear the Walking Dead,Fear the Walking Dead,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",2015-08-23
693,Desperate Housewives,Desperate Housewives,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",2004-10-03
63639,The Expanse,The Expanse,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,2015-12-14
37680,Suits,Suits,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",2011-06-23
1409,Sons of Anarchy,Sons of Anarchy,"An adrenalized drama with darkly comedic undertones that explores a notorious outlaw motorcycle club’s (MC) desire to protect its livelihood while ensuring that their simple, sheltered town of Charming, California remains exactly that, charming. The MC must confront threats from drug dealers, corporate developers, and overzealous law officers. Behind the MC’s familial lifestyle and legally thriving automotive shop is a ruthless and illegal arms business driven by the seduction of money, power, and blood.",2008-09-03
1920,Twin Peaks,Twin Peaks,The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.,1990-04-08
1418,The Big Bang Theory,The Big Bang Theory,"The Big Bang Theory is centered on five characters living in Pasadena, California: roommates Leonard Hofstadter and Sheldon Cooper; Penny, a waitress and aspiring actress who lives across the hall; and Leonard and Sheldon's equally geeky and socially awkward friends and co-workers, mechanical engineer Howard Wolowitz and astrophysicist Raj Koothrappali. The geekiness and intellect of the four guys is contrasted for comic effect with Penny's social skills and common sense.",2007-09-24
63926,One-Punch Man,ワンパンマン,"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong—even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",2015-10-04
14814,Keeping Up with the Kardashians,Keeping Up with the Kardashians,"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney and Khloé.",2007-10-14
1398,The Sopranos,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",1999-01-10
67198,Star Trek: Discovery,Star Trek: Discovery,"Follow the voyages of Starfleet on their missions to discover new worlds and new life forms, and one Starfleet officer who must learn that to truly understand all things alien, you must first understand yourself.",2017-09-24
14210,Polizeiruf 110,Polizeiruf 110,"Polizeiruf 110 is a long-running German language detective television series. The first episode was broadcast 27 June 1971 in the German Democratic Republic, and after the dissolution of Fernsehen der DDR the series was picked up by ARD. It was originally created as a counterpart to the West German series Tatort, and quickly became a public favorite.

In contrast with other television crime series, in which killings are practically the primary focus, while Tatort handled homicide cases, the cases handled in the GDR TV's Polizeiruf were more often the more frequent, and less serious, crimes such as domestic violence, extortion, fraud, theft and juvenile delinquency, as well as alcoholism, child abuse and rape. Contrary to Tatort, which concentrated on the primary characters and their private lives, police procedure was the center of attention of Polizeiruf, especially in the earlier episodes. The scriptwriters attached particular importance to representation of the criminal and his state of mind, as well as the context of the crime. Many episodes aimed to teach and enlighten the audience about what does and what doesn't constitute appropriate behaviour and appropriate thought, rather than just to entertain. Polizeiruf was one of the few broadcasts by GDR media in which the real problems and difficulties of the supposedly more advanced socialist society could be displayed and discussed to some extent, albeit in a fictionalized and pedagogicalized environment.",1971-06-27
93149,Plunderer,プランダラ,"In a post-apocalyptic world dominated by the so-called ""Numbers,"" each human will have their identity branded with their own ""Count,"" which could define any number related to their life. May it be one's walked distance or amount of compliments given to them by others, this Count could lead them to the abyss when it has dropped to zero.

In the year 305 of the Alcian calendar, Hina has inherited a mission from her Mother, whose Count has depreciated to zero, to search for the Legendary Red Baron. In her adventure, she meets a half-masked swordsman named Licht who tries to hide his identity, as he is known as a degenerate for having an incredibly low Count.",2020-01-09
502,Sesame Street,Sesame Street,"On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs.",1969-11-10
1420,New Girl,New Girl,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",2011-09-20
1415,Elementary,Elementary,"A modern-day drama about a crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London and a stint in rehab, eccentric Sherlock escapes to Manhattan where his wealthy father forces him to live with his worst nightmare - a sober companion, Dr. Watson.",2012-09-27
57532,Paw Patrol,Paw Patrol,"A group of six rescue dogs, led by a tech-savvy boy named Ryder, has adventures in ""PAW Patrol."" The heroic pups, who believe ""no job is too big, no pup is too small,"" work together to protect the community. Among the members of the group are firedog Marshall, police pup Chase, and fearless Skye. All of the animals have special skills, gadgets and vehicles that help them on their rescue missions. Whether rescuing a kitten or saving a train from a rockslide, the PAW Patrol is always up for the challenge while also making sure there's time for a game or a laugh.",2013-08-12
90,Mayday,Mayday,"Revealing the dark truth that aviation safety improves one crash at a time, Mayday  investigates legendary aviation disasters to find out what went wrong and why.

Based on cockpit voice recorders, accident reports and eyewitness accounts, every episode also features interviews, state-of-the-art CGI and gripping reenactments.",2003-09-03
32415,Conan,Conan,A late night television talk show hosted by  Conan O'Brien.,2010-11-08
580,Star Trek: Deep Space Nine,Star Trek: Deep Space Nine,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.",1993-01-03
1215,Californication,Californication,"A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",2007-08-13
19885,Sherlock,Sherlock,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,2010-07-25
253,Star Trek,Star Trek,"Space. The Final Frontier. The U.S.S. Enterprise embarks on a five year mission to explore the galaxy. The Enterprise is under the command of Captain James T. Kirk with First Officer Mr. Spock, from the planet Vulcan. With a determined crew, the Enterprise encounters Klingons, Romulans, time paradoxes, tribbles and genetic supermen lead by Khan Noonian Singh. Their mission is to explore strange new worlds, to seek new life and new civilizations, and to boldly go where no man has gone before.",1966-09-08
2025,"Beverly Hills, 90210","Beverly Hills, 90210","Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation.",1990-10-04
12786,Murdoch Mysteries,Murdoch Mysteries,"A Victorian-era Toronto detective uses then-cutting edge forensic techniques to solve crimes, with the assistance of a female coroner who is also struggling for recognition in the face of tradition, based on the books by Maureen Jennings.",2008-01-24
45950,High School DxD,ハイスクールD×D,"The story follows Issei Hyōdō, a dim-witted, lecherous second-year high school student who is killed by a girl on his first date ever. Issei is reincarnated as a devil, and from that day forward, he serves as an underling of Riasu, a high-level devil who is also the prettiest girl on Issei's campus.",2012-01-06
71728,Young Sheldon,Young Sheldon,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",2017-09-25
87108,Chernobyl,Chernobyl,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,2019-05-06
62560,Mr. Robot,Mr. Robot,"A contemporary and culturally resonant drama about a young programmer, Elliot, who suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot will find himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America.",2015-05-27
76479,The Boys,The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,2019-07-25
4313,Full House,Full House,"After the death of his wife, Danny enlists his best friend and his brother-in-law to help raise his three daughters, D.J., Stephanie, and Michelle.",1987-09-22
61374,Tokyo Ghoul,東京喰種トーキョーグール,"Ken Kaneki is a bookworm college student who meets a girl names Rize at a cafe he frequents. They're the same age and have the same interests, so they quickly become close. Little does Kaneki know that Rize is a ghoul - a kind of monster that lives by hunting and devouring human flesh. When part of her special organ - ""the red child"" - is transplanted into Kaneki, he becomes a ghoul himself, trapped in a warped world where humans are not the top of the food chain.",2014-07-04
2316,The Office,The Office,"The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",2005-03-24
34524,Teen Wolf,Teen Wolf,"Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",2011-06-05
46648,True Detective,True Detective,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",2014-01-12
76773,Station 19,Station 19,"A group of heroic firefighters at Seattle Fire Station 19—from captain to newest recruit—risk their lives and hearts both in the line of duty and off the clock. These brave men and women are like family, literally and figuratively, and together they put their own lives in jeopardy as first responders to save the lives of others.",2018-03-22
1411,Person of Interest,Person of Interest,"Person of Interest follows former CIA paramilitary operative, John Reese, who is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars. ",2011-09-22
81292,Messiah,Messiah,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,2020-01-01
4386,Baywatch,Baywatch,The thrilling adventures of the iconic Los Angeles County Lifeguards as they patrol the beautiful beaches of Southern California.,1989-04-23
8592,Parks and Recreation,Parks and Recreation,"Hilarious ensemble comedy that follows Leslie Knope, a mid-level bureaucrat in the Parks and Recreation Department of Pawnee, Indiana, and her tireless efforts to make her quintessentially American town just a little bit more fun.",2009-04-09
1424,Orange Is the New Black,Orange Is the New Black,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",2013-07-11
1423,Ray Donovan,Ray Donovan,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",2013-06-30
30983,Case Closed,名探偵コナン,"The son of a world famous mystery writer, Jimmy Kudo, has achieved his own notoriety by assisting the local police as a student detective. He has always been able to solve the most difficult of criminal cases using his wits and power of reason.",1996-01-08
14424,Young Hearts,Malhação,"Malhação is a Brazilian television series for the teenage audience. The soap started in 1995, and was set in a fictional Gym Club called Malhação on Barra da Tijuca, Rio de Janeiro. Through the years the location varied slightly. Although the name of the soap remains the same, it is now set in the Múltipla Escolha High School.",1995-04-24
75450,Titans,Titans,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,2018-10-12
12225,Peppa Pig,Peppa Pig,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",2004-05-31
95,Buffy the Vampire Slayer,Buffy the Vampire Slayer,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",1997-03-10
62650,Chicago Med,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",2015-11-17
60797,Scorpion,Scorpion,"Based on a true story, Scorpion is a high-octane drama about eccentric genius Walter O’Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security’s new think tank, O’Brien’s “Scorpion” team includes Toby Curtis, an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru.",2014-09-22
38472,Marvel's Jessica Jones,Marvel's Jessica Jones,"After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.",2015-11-20
1447,Psych,Psych,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved. Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",2006-07-07
1417,Glee,Glee,"In this musical comedy, optimistic high school teacher Will Schuester tries to refuel his own passion while reinventing the high school's glee club and challenging a group of outcasts to realize their star potential as they strive to outshine their singing competition while navigating the cruel halls of McKinley High.",2009-05-19
1438,The Wire,The Wire,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",2002-06-02
67133,MacGyver,MacGyver,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,2016-09-23
67026,Designated Survivor,Designated Survivor,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",2016-09-21
1981,Charmed,Charmed,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",1998-10-07
71446,Money Heist,La casa de papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",2017-05-02
10545,True Blood,True Blood,"True Blood is an American television drama series created and produced by Alan Ball. It is based on The Southern Vampire Mysteries series of novels by Charlaine Harris, detailing the co-existence of vampires and humans in Bon Temps, a fictional, small town in northwestern Louisiana. The series centers on the adventures of Sookie Stackhouse, a telepathic waitress with an otherworldly quality.",2008-09-07
2692,My Wife and Kids,My Wife and Kids,"My Wife and Kids is an American television family sitcom that ran on ABC from March 28, 2001 until May 17, 2005. Produced by Touchstone Television, it starred Damon Wayans and Tisha Campbell-Martin, and centers on the character of Michael Kyle, a loving husband and modern-day patriarch who rules his household with a unique and distinct parenting style. As he teaches his three children some of life's lessons, he does so with his own brand of humor. Wayans and veteran television writer/producer Don Reo co-created and executive produced the series.",2001-03-28
52,That '70s Show,That '70s Show,"Crank up the 8-track and flash back to a time when platform shoes and puka shells were all the rage in this hilarious retro-sitcom. For Eric, Kelso, Jackie, Hyde, Donna and Fez, a group of high school teens who spend most of their time hanging out in Eric’s basement, life in the ‘70s isn’t always so groovy. But between trying to figure out the meaning of life, avoiding their parents, and dealing with out-of-control hormones, they’ve learned one thing for sure: they’ll always get by with a little help from their friends.",1998-08-23
71790,S.W.A.T.,S.W.A.T.,Follows a locally born and bred S.W.A.T. lieutenant who is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,2017-11-02
4087,The X-Files,The X-Files,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",1993-09-10
40075,Gravity Falls,Gravity Falls,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",2012-06-15
60059,Better Call Saul,Better Call Saul,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015-02-08
41956,Death in Paradise,Death in Paradise,"Detective Inspector Richard Poole is transferred to Sainte Marie, an island in the Caribbean. Totally unsuited to the Caribbean way of life, Richard hates the sun, sea and sand and isn't used to the Sainte Marie style of policing. Working with the exotic Camille each week Richard investigates intricate and intriguing murders.",2011-10-25
18347,Community,Community,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009-09-17
45,Top Gear,Top Gear,The hosts talk about the latest cars and its specifications. They review the performance of the car and also find out if it is as good as the manufacturers claim. The current hosts are Chris Evans and Matt LeBlanc with The Stig.,2002-10-20
40862,SOKO Köln,SOKO Köln,,2003-10-22
80411,Erkenci Kuş,Erkenci Kuş,,2018-06-26
63351,Narcos,Narcos,A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,2015-08-28
65733,Doraemon,ドラえもん,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",2005-04-22
66761,Medici: Masters of Florence,Medici: Masters of Florence,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",2016-10-18
39351,Grimm,Grimm,"After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms,"" he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.",2011-10-28
67136,This Is Us,This Is Us,"Follows the lives and families of three adults living and growing up in the United States of America in present and past times. As their paths cross and their life stories intertwine in curious ways, we find that several of them share the same birthday - and so much more than anyone would expect.",2016-09-20
96196,True Cooking Master Boy,真・中華一番!,"After the death of Mao's mother -  Pai -  who was called the Goddess of Cuisine,  Mao wants to be the Master Chef of his mother's restaurant. However, before Mao takes his mother's place as Master Chef, he travels to China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef just like his mother.",2019-10-11
688,The West Wing,The West Wing,The West Wing provides a glimpse into presidential politics in the nation's capital as it tells the stories of the members of a fictional presidential administration. These interesting characters have humor and dedication that touches the heart while the politics that they discuss touch on everyday life.,1999-09-22
21510,White Collar,White Collar,"Neal Caffrey, a con man, forger and thief, is captured after a three-year game of cat and mouse with the FBI. With only months left serving a four-year sentence, he escapes to look for Kate, his girlfriend. Peter Burke, the FBI agent who initially captured Caffrey, finds and returns him to prison. This time, Caffrey proposes a deal with the FBI, as part of a work-release program. After some hesitation, Burke agrees, and thus begins this unconventional arrangement where Caffrey helps Burke apprehend white collar criminals.",2009-10-23
30984,Bleach,ブリーチ,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",2004-10-05
78191,YOU,YOU,"When a brilliant bookstore manager crosses paths with an aspiring writer, he uses the internet and social media to gather the most intimate of details and get close to her. A charming and awkward crush quickly becomes obsession as he quietly and strategically removes every obstacle - and person - in his way.",2018-09-09
4454,Will & Grace,Will & Grace,"Will Truman and Grace Adler are best friends living in New York, and when Grace's engagement falls apart, she moves in with Will. Together, along with their friends, they go through the trials of dating, sex, relationships and their careers, butting heads at times but ultimately supporting one another while exchanging plenty of witty banter along the way.",1998-09-21
4630,The Fairly OddParents,The Fairly OddParents,"The Fairly OddParents is an American animated television series created by Butch Hartman for Nickelodeon. The series revolves around Timmy Turner, a 10-year old boy who is granted two fairy godparents named Cosmo and Wanda. The series started out as cartoon segments that ran from September 4, 1998 to March 23, 2001 on Oh Yeah! Cartoons and was later picked up as a series. The series is produced by Frederator Studios and, as of season 6, Billionfold, Inc. For the first four seasons, it was distributed outside the United States by the Canadian company, Nelvana International.

Having aired for more than 16 years, The Fairly OddParents is the longest-running fantasy TV series in American television history, and currently stands as Nickelodeon's second longest-running animated series (behind SpongeBob SquarePants).",2001-03-30
71789,SEAL Team,SEAL Team,"The lives of the elite Navy Seals as they train, plan and execute the most dangerous, high-stakes missions our country can ask.",2017-09-27
